Fast Period,Slow Period,Signal Period,Signal
2,4,2,1
2,4,3,1
2,5,2,1
2,5,3,1
2,6,2,1
2,7,2,1
2,8,2,1
2,9,2,1
2,10,2,1
2,11,18,1
2,12,16,1
2,12,17,1
2,12,18,1
2,13,15,1
2,13,16,1
2,13,17,1
2,14,14,1
2,14,15,1
2,14,16,1
2,15,13,1
2,15,14,1
2,15,15,1
2,16,12,1
2,16,13,1
2,16,14,1
2,17,12,1
2,17,13,1
2,18,2,1
2,18,11,1
2,18,12,1
2,19,2,1
2,19,10,1
2,19,11,1
2,19,12,1
2,20,2,1
2,20,10,1
2,20,11,1
2,21,2,1
2,21,9,1
2,21,10,1
2,21,11,1
2,22,2,1
2,22,9,1
2,22,10,1
2,23,2,1
2,23,9,1
2,23,10,1
2,24,2,1
2,24,8,1
2,24,9,1
2,25,2,1
2,25,8,1
2,25,9,1
2,26,2,1
2,26,8,1
2,26,9,1
2,27,2,1
2,27,7,1
2,27,8,1
2,28,2,1
2,28,7,1
2,28,8,1
2,29,2,1
2,29,7,1
2,29,8,1
2,30,2,1
2,30,6,1
2,30,7,1
2,30,8,1
2,31,2,1
2,31,6,1
2,31,7,1
2,31,8,1
2,32,2,1
2,32,3,1
2,32,6,1
2,32,7,1
2,33,2,1
2,33,3,1
2,33,5,1
2,33,6,1
2,33,7,1
2,34,2,1
2,34,3,1
2,34,5,1
2,34,6,1
2,34,7,1
2,35,2,1
2,35,3,1
2,35,4,1
2,35,5,1
2,35,6,1
2,35,7,1
2,36,2,1
2,36,3,1
2,36,4,1
2,36,5,1
2,36,6,1
2,36,7,1
3,4,2,1
3,5,2,1
3,10,18,1
3,12,15,1
3,13,14,1
3,14,13,1
3,15,12,1
3,18,10,1
3,20,9,1
3,21,9,1
3,23,8,1
3,24,8,1
3,25,7,1
3,26,7,1
3,27,7,1
3,28,7,1
3,29,6,1
3,30,6,1
3,31,6,1
3,32,2,1
3,32,6,1
3,33,2,1
3,33,5,1
3,33,6,1
3,34,2,1
3,34,5,1
3,34,6,1
3,35,2,1
3,35,5,1
3,35,6,1
3,36,2,1
3,36,5,1
4,22,7,1
4,26,6,1
4,30,5,1
4,31,5,1
4,32,5,1
4,33,5,1
4,34,4,1
4,35,2,1
4,35,4,1
4,36,2,1
4,36,4,1
5,26,5,1
5,30,4,1
5,31,4,1
5,32,4,1
5,33,2,1
5,33,3,1
5,33,4,1
5,34,2,1
5,34,3,1
5,35,2,1
5,35,3,1
5,36,2,1
5,36,3,1
6,26,4,1
6,29,3,1
6,30,2,1
6,30,3,1
6,31,2,1
6,31,3,1
6,32,2,1
6,32,3,1
6,33,2,1
6,33,3,1
6,34,2,1
6,34,3,1
6,35,2,1
6,35,3,1
6,36,2,1
7,22,4,1
7,25,3,1
7,26,3,1
7,27,2,1
7,27,3,1
7,28,2,1
7,28,3,1
7,29,2,1
7,30,2,1
7,31,2,1
7,32,2,1
7,33,2,1
7,34,2,1
7,35,2,1
7,36,2,1
8,23,3,1
8,24,2,1
8,24,3,1
8,25,2,1
8,26,2,1
8,27,2,1
8,28,2,1
8,29,2,1
8,30,2,1
8,31,2,1
9,20,3,1
9,21,2,1
9,21,3,1
9,22,2,1
9,23,2,1
9,24,2,1
9,25,2,1
9,26,2,1
10,18,3,1
10,19,2,1
10,20,2,1
10,21,2,1
10,22,2,1
10,23,2,1
11,18,2,1
11,19,2,1
11,20,2,1
11,21,2,1
12,15,3,1
12,16,2,1
12,17,2,1
12,18,2,1
12,19,2,1
13,14,3,1
13,15,2,1
13,16,2,1
13,17,2,1
14,15,2,1
14,16,2,1
