Metric Type,Short Window,Long Window,Ticker,Strategy Type,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Least Total Trades,64,76,ZION,SMA,0,true,false,1,102,1.3274019810644582,57.42574257425742,1.3662852455703074,4.813266132849302,0.7446588992844013,-0.11837135708262196,66 days 06:10:41.584158415,0.006105017234224748,0.18753283137804236,0.37322710558571176,0.9026454260692701,0,11422,11423 days 00:00:00,1000.0,27144.301718481485,2614.430171848149,2965.4551186050344,100.0,3782.7905995142014,60.45811650346177,5495 days 00:00:00,101,-27.144301718479255,79.46708860759495,-40.52702693789471,13.699419544772267,-7.172708236721208,89 days 21:55:51.724137931,34 days 08:22:19.534883721,259.12322792277223,0.5122435257020037,0.18400606327253022,1.1115630189660657,0.23153924877202475,19.905994309214414,1.03608651767825,1.072847682119205,-0.021386501646373783,,,0.00040062830671878225,0.10095833329313313,26.144301718481554,0.07554363237818795,0.2371984550899407,0,102,16543.76984126984,,,,
Least Worst Trade [%],64,76,ZION,SMA,0,true,false,1,102,1.3274019810644582,57.42574257425742,1.3662852455703074,4.813266132849302,0.7446588992844013,-0.11837135708262196,66 days 06:10:41.584158415,0.006105017234224748,0.18753283137804236,0.37322710558571176,0.9026454260692701,0,11422,11423 days 00:00:00,1000.0,27144.301718481485,2614.430171848149,2965.4551186050344,100.0,3782.7905995142014,60.45811650346177,5495 days 00:00:00,101,-27.144301718479255,79.46708860759495,-40.52702693789471,13.699419544772267,-7.172708236721208,89 days 21:55:51.724137931,34 days 08:22:19.534883721,259.12322792277223,0.5122435257020037,0.18400606327253022,1.1115630189660657,0.23153924877202475,19.905994309214414,1.03608651767825,1.072847682119205,-0.021386501646373783,,,0.00040062830671878225,0.10095833329313313,26.144301718481554,0.07554363237818795,0.2371984550899407,0,102,16543.76984126984,,,,
Mean Max Drawdown [%],64,75,ZION,SMA,0,true,false,1,109,1.309023775442251,55.55555555555556,1.4286056283547366,4.768000616420977,0.7969789163212117,0.2049216637391727,61 days 21:06:40,0.0065281372405571565,0.2004027315706531,0.39896690597093326,0.9555203476613217,0,11422,11423 days 00:00:00,1000.0,36731.41115253424,3573.141115253424,2965.4551186050344,100.0,4747.449661529853,59.00254420339154,2750 days 00:00:00,108,-36.73141115253384,79.46708860759493,-39.56358242912742,13.674432622503302,-6.365039391181929,85 days 01:36:00,32 days 21:30:00,331.18650521932216,0.5466634773000659,0.20683603388710164,1.1195053976754734,0.24492582623700193,20.040470471992066,1.043175484197605,1.0731707317073174,-0.021276595744680913,,,0.00042660778589184175,0.10750516204474413,35.73141115253435,0.08274431159410711,0.23667665377530722,0,109,16543.76984126984,,,,
Most Profit Factor,64,85,ZION,SMA,0,true,false,1,71,1.2510523755682967,55.714285714285715,1.5953640504626259,6.846462522888835,0.7624945384954082,-0.05553826557088039,96 days 06:10:17.142857142,0.004231200063324083,0.13053755909648046,0.25923656102258796,0.89372050618344,0,11422,11423 days 00:00:00,1000.0,29007.588846894214,2800.7588846894214,2965.4551186050344,100.0,2225.444381685832,60.66517058254289,2387 days 00:00:00,70,-29.00758884689276,76.59812500000001,-31.094091024687774,18.964904709486156,-8.399319582830374,131 days 18:27:41.538461538,51 days 13:56:07.741935483,400.5228062248734,0.5197655495374386,0.18726803634626782,1.1130618524555385,0.3961696900524235,19.52792967062397,1.035775922401849,1.0746164574616457,-0.021297512114064058,,,0.00040593691828331053,0.10229610340739426,28.00758884689419,0.0771200502481495,0.23686329272426385,0,71,16543.76984126984,,,,
Most Expectancy,64,85,ZION,SMA,0,true,false,1,71,1.2510523755682967,55.714285714285715,1.5953640504626259,6.846462522888835,0.7624945384954082,-0.05553826557088039,96 days 06:10:17.142857142,0.004231200063324083,0.13053755909648046,0.25923656102258796,0.89372050618344,0,11422,11423 days 00:00:00,1000.0,29007.588846894214,2800.7588846894214,2965.4551186050344,100.0,2225.444381685832,60.66517058254289,2387 days 00:00:00,70,-29.00758884689276,76.59812500000001,-31.094091024687774,18.964904709486156,-8.399319582830374,131 days 18:27:41.538461538,51 days 13:56:07.741935483,400.5228062248734,0.5197655495374386,0.18726803634626782,1.1130618524555385,0.3961696900524235,19.52792967062397,1.035775922401849,1.0746164574616457,-0.021297512114064058,,,0.00040593691828331053,0.10229610340739426,28.00758884689419,0.0771200502481495,0.23686329272426385,0,71,16543.76984126984,,,,
Least Total Return [%],63,79,ZION,SMA,0,true,false,1,79,1.249138503250171,58.97435897435898,1.2425232804995159,5.39055643320129,0.6357803659771809,-0.5539599367778348,86 days 02:46:09.230769230,0.004714765784846835,0.1452460164594642,0.28865347574855543,0.7829568484224252,0,11422,11423 days 00:00:00,1000.0,14227.117885850826,1322.7117885850828,2965.4551186050344,100.0,2167.6487480331834,61.95603063996013,6596 days 00:00:00,78,-14.22711788585002,79.15094936708861,-35.96148621828649,16.165094313299946,-10.09784176944053,110 days 01:02:36.521739130,51 days 17:15:00,169.76083338123954,0.4398123275778341,0.14291282295471366,1.095064234016119,0.2025822772204447,19.87538493768024,1.0202306872724236,1.073349633251834,-0.021489580557828798,,,0.0003443173698843708,0.08676797721086145,13.227117885850783,0.06032409288380025,0.23743144561871254,0,79,16543.76984126984,,,,
Most Win Rate [%],63,79,ZION,SMA,0,true,false,1,79,1.249138503250171,58.97435897435898,1.2425232804995159,5.39055643320129,0.6357803659771809,-0.5539599367778348,86 days 02:46:09.230769230,0.004714765784846835,0.1452460164594642,0.28865347574855543,0.7829568484224252,0,11422,11423 days 00:00:00,1000.0,14227.117885850826,1322.7117885850828,2965.4551186050344,100.0,2167.6487480331834,61.95603063996013,6596 days 00:00:00,78,-14.22711788585002,79.15094936708861,-35.96148621828649,16.165094313299946,-10.09784176944053,110 days 01:02:36.521739130,51 days 17:15:00,169.76083338123954,0.4398123275778341,0.14291282295471366,1.095064234016119,0.2025822772204447,19.87538493768024,1.0202306872724236,1.073349633251834,-0.021489580557828798,,,0.0003443173698843708,0.08676797721086145,13.227117885850783,0.06032409288380025,0.23743144561871254,0,79,16543.76984126984,,,,
Least Avg Losing Trade [%],63,79,ZION,SMA,0,true,false,1,79,1.249138503250171,58.97435897435898,1.2425232804995159,5.39055643320129,0.6357803659771809,-0.5539599367778348,86 days 02:46:09.230769230,0.004714765784846835,0.1452460164594642,0.28865347574855543,0.7829568484224252,0,11422,11423 days 00:00:00,1000.0,14227.117885850826,1322.7117885850828,2965.4551186050344,100.0,2167.6487480331834,61.95603063996013,6596 days 00:00:00,78,-14.22711788585002,79.15094936708861,-35.96148621828649,16.165094313299946,-10.09784176944053,110 days 01:02:36.521739130,51 days 17:15:00,169.76083338123954,0.4398123275778341,0.14291282295471366,1.095064234016119,0.2025822772204447,19.87538493768024,1.0202306872724236,1.073349633251834,-0.021489580557828798,,,0.0003443173698843708,0.08676797721086145,13.227117885850783,0.06032409288380025,0.23743144561871254,0,79,16543.76984126984,,,,
Least Profit Factor,63,79,ZION,SMA,0,true,false,1,79,1.249138503250171,58.97435897435898,1.2425232804995159,5.39055643320129,0.6357803659771809,-0.5539599367778348,86 days 02:46:09.230769230,0.004714765784846835,0.1452460164594642,0.28865347574855543,0.7829568484224252,0,11422,11423 days 00:00:00,1000.0,14227.117885850826,1322.7117885850828,2965.4551186050344,100.0,2167.6487480331834,61.95603063996013,6596 days 00:00:00,78,-14.22711788585002,79.15094936708861,-35.96148621828649,16.165094313299946,-10.09784176944053,110 days 01:02:36.521739130,51 days 17:15:00,169.76083338123954,0.4398123275778341,0.14291282295471366,1.095064234016119,0.2025822772204447,19.87538493768024,1.0202306872724236,1.073349633251834,-0.021489580557828798,,,0.0003443173698843708,0.08676797721086145,13.227117885850783,0.06032409288380025,0.23743144561871254,0,79,16543.76984126984,,,,
Least Sharpe Ratio,63,79,ZION,SMA,0,true,false,1,79,1.249138503250171,58.97435897435898,1.2425232804995159,5.39055643320129,0.6357803659771809,-0.5539599367778348,86 days 02:46:09.230769230,0.004714765784846835,0.1452460164594642,0.28865347574855543,0.7829568484224252,0,11422,11423 days 00:00:00,1000.0,14227.117885850826,1322.7117885850828,2965.4551186050344,100.0,2167.6487480331834,61.95603063996013,6596 days 00:00:00,78,-14.22711788585002,79.15094936708861,-35.96148621828649,16.165094313299946,-10.09784176944053,110 days 01:02:36.521739130,51 days 17:15:00,169.76083338123954,0.4398123275778341,0.14291282295471366,1.095064234016119,0.2025822772204447,19.87538493768024,1.0202306872724236,1.073349633251834,-0.021489580557828798,,,0.0003443173698843708,0.08676797721086145,13.227117885850783,0.06032409288380025,0.23743144561871254,0,79,16543.76984126984,,,,
