Ticker,Allocation [%],Strategy Type,Short Window,Long Window,Signal Window,Stop Loss [%],Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
BTC-USD,,SMA,77,78,0,,true,false,1,95,1.7300675288549257,56.38297872340425,2.0478037139036958,16.280726360406685,1.8039644836773094,-0.01298258076548638,24 days 10:12:45.957446807,0.024102564102564103,0.7307692307692307,1.4538461538461538,11.89745387875873,0,3900,3901 days 00:00:00,1000.0,240560.38523201743,23956.038523201743,24271.140565868605,100.0,18308.28793798965,64.3271929581157,1062 days 00:00:00,94,-240.5603852319764,928.1893482221531,-33.991706667568636,32.82506093453556,-5.105852479320882,33 days 00:27:10.188679245,13 days 07:36:35.121951219,2551.073889545205,1.2003927706261277,1.042055682845444,1.284043306388186,-0.04160284754689537,16.307778633152857,1.186861284809693,0.4670928920646859,-0.03936756153242693,None,None,0.0018374713186768428,0.4630427723065644,239.5603852320179,0.42503086083515673,0.4642414352786777,2297,2296,3900.0
AAPL,,SMA,11,45,0,,true,false,1,142,1.5998264693181354,48.226950354609926,2.364875330135403,8.118825699946287,1.2820357456139182,0.5750105591484783,46 days 09:52:20.425531914,0.008691004839342866,0.2662262298009106,0.5305776269975895,2.161444356507439,0,11201,11202 days 00:00:00,1000.0,2470395.668397036,246939.5668397036,156785.975437022,100.0,145422.0818504815,71.90749293726788,1376 days 00:00:00,141,-2470.3956683967263,145.81631241654154,-56.63775665208826,23.939018945503943,-6.617792665778653,73 days 08:07:03.529411765,21 days 07:53:25.479452055,17530.96499337187,0.8682741876262619,0.40312405235637,1.1913323647037115,-1.0160852463331191,57.25413120429205,1.1322669079200234,0.4226568453136905,-0.027520404816464457,None,None,0.0008992767017369929,0.22661772883772222,2469.3956683970564,0.19213000073032638,0.31411100636265504,6545,6544,16223.670634920634
EQT,,SMA,57,88,0,,true,false,1,67,1.5841737952070072,60.60606060606061,2.564304516754697,8.178934653011405,0.9014355635361976,-0.3620331813696368,99 days 16:00:00,0.004000976669388992,0.12354025814382298,0.24523663183773814,1.0104276983744882,0,11389,11390 days 00:00:00,1000.0,55144.536100016856,5414.453610001686,8487.045802203093,100.0,1411.2811928554756,62.04877609959608,1987 days 00:00:00,66,-55.14453610000783,133.833720171461,-20.515061842459982,18.880419948693902,-8.284888878807822,129 days 00:36:00,54 days 12:00:00,821.2072823654072,0.6075619576923343,0.220992872940923,1.1285855116993397,0.2803493583280741,9.814035094014375,1.093350580870505,0.38581335928945126,-0.021075380515457178,None,None,0.00045368513504117166,0.11432865403037526,54.144536100017035,0.0927735363464528,0.22646999977921065,6579,6578,16495.972222222223
AMD,,SMA,31,43,0,,true,false,1,140,1.5298353448947641,45.32374100719424,1.3535538971556276,9.074078506385955,0.936018457116884,7.165632900606518,43 days 02:14:40.575539568,0.008426299349167726,0.25814382298709276,0.5144437615242777,2.342417315723479,0,11389,11390 days 00:00:00,1000.0,280204.10557970876,27920.410557970878,3419.25860466946,100.0,23231.198621610005,82.96935844600111,2730 days 00:00:00,139,-280.2041055797017,240.55900000000003,-30.40232536670256,34.08941662968951,-11.66232020108936,64 days 09:08:34.285714286,25 days 10:44:12.631578947,2010.6784869445219,0.6071696247877938,0.23855621997378945,1.1321104982005954,1.1502389102934047,22.830703194547603,1.1694933613667637,0.3379537178432985,-0.03758728218079745,None,None,0.0008367314054864069,0.21085631418257453,279.2041055797094,0.13279041961842664,0.4179484661949932,5991,5990,16495.972222222223
GOOGL,,SMA,36,40,0,,true,false,1,90,1.5090242183013933,61.79775280898876,2.9510470312659547,3.3873437302777303,1.2493591247424347,-0.8033706762684568,36 days 05:07:24.943820224,0.011764613314659344,0.36186099942561745,0.7197013210798392,1.2257475876363986,0,5223,5224 days 00:00:00,1000.0,14183.659779520118,1318.365977952012,6704.828928527309,100.0,1009.9969990533322,45.868422800004275,954 days 00:00:00,89,-14.183659779519076,32.39443916586001,-15.092435289103948,8.062743838332397,-4.17580350334011,47 days 14:24:00,17 days 19:03:31.764705882,148.29037572246773,0.8330560510993232,0.44383651775218474,1.1763357166227244,0.8336847006086602,16.80428763745463,1.08285660225073,0.4925714285714285,-0.020094229146530047,None,None,0.0006026795658514659,0.1518752505945694,13.183659779520127,0.13647790798917137,0.2194112774800695,3224,3223,7565.059523809524
GME,,SMA,61,64,0,,true,false,1,113,1.4072544211227875,45.535714285714285,1.1220385793317622,20.61706121371252,1.0991838323640717,0.2446722376552243,26 days 20:21:25.714285713,0.01320458118122614,0.4052254098360656,0.8068647540983608,8.354557079941909,0,5856,5857 days 00:00:00,1000.0,15043.122900553326,1404.3122900553326,1128.2587074496385,100.0,2626.6494290915025,88.31976086675505,3273 days 00:00:00,112,-15.04312290055168,2195.9689098341146,-44.832946692136545,56.253386413083575,-9.177243461171471,32 days 14:35:17.647058823,22 days 00:47:12.786885245,125.51933949512386,0.5581719165667912,0.20839052808491704,1.2018559631663301,10.623390493840027,295.3674707729025,1.3067540817376837,0.3375199817309888,-0.035171780979263746,None,None,0.0012630760541134283,0.31829516563658394,14.043122900553445,0.12371320715896439,0.6862908716308949,3008,3007,8481.904761904761
GOOGL,,EMA,7,72,0,,true,false,1,55,1.4069057202065967,46.2962962962963,3.655814861011836,8.244438862628314,1.5757047252063863,-0.5452754004230085,65 days 11:06:39.999999999,0.007138079988669714,0.22113727742676623,0.4382538770821367,1.8231527639930505,0,5223,5224 days 00:00:00,1000.0,31488.506497568094,3048.850649756809,6704.828928527309,100.0,1147.819104119184,24.231732137899648,487 days 00:00:00,54,-31.48850649756423,103.9170330509241,-10.9770035845713,22.11441812679393,-3.7124398133765277,120 days 01:55:12,18 days 09:06:12.413793103,565.1850926678826,1.028644747616354,1.1247742217960546,1.2117489999813247,0.8976551903397569,15.453957852610776,1.1082912411782255,0.5594029850746268,-0.02016932568865186,None,None,0.0007592112049525444,0.1913212236480412,30.488506497568103,0.18105250103414705,0.22384319643512815,3536,3535,7565.059523809524
PENDLE-USD,,SMA,6,9,0,,true,false,1,91,1.4024900540596301,48.888888888888886,1.5441152146198442,5.33421552316225,1.8621634998419965,1.1910318668868127,8 days 04:31:59.999999998,0.06064690026954178,1.8396226415094339,3.6590296495956873,9.812943651100365,0,1484,1485 days 00:00:00,1000.0,8149.530188738444,714.9530188738444,326.30881808656886,100.0,542.1507930913143,87.42686461454116,807 days 00:00:00,90,-8.149530188737117,153.40993887103053,-42.470552533371986,21.64895857908668,-10.271190878156773,11 days 17:27:16.363636363,4 days 19:18:15.652173913,79.52977465474646,0.9652053747158971,0.7717809901891067,1.2510586756252573,3.779125547873575,36.939583065283294,1.7170690705573022,0.30721830985915494,-0.07534313087122371,None,None,0.003158877094974007,0.7960370279334498,7.149530188738433,0.4276325345654495,0.9925666977329195,738,737,1484.0
TSLA,,SMA,34,35,0,,true,false,1,162,1.3988650352693914,54.6583850931677,1.7510152003924497,3.6703972472734576,1.4669310810269276,-0.8196029769564809,13 days 00:08:56.645962731,0.029657461148228828,0.9076840981856991,1.8097652081109925,3.3315612153746805,0,3748,3749 days 00:00:00,1000.0,39448.26980660702,3844.8269806607022,21313.139850058247,100.0,3511.9735503217194,60.62653853820689,1457 days 00:00:00,161,-39.44826980660582,194.5991230533367,-24.504601744408323,11.081260925560384,-5.263246638880646,17 days 04:54:32.727272727,7 days 22:41:05.753424657,239.0541495429418,0.9521134794745235,0.7095434419938806,1.2146982769670633,0.6390385143555244,13.05915846786845,1.3007440610760506,0.4083395942900075,-0.036963846634488075,None,None,0.0013389058173168484,0.33740426596384576,38.44826980660702,0.28021139169076403,0.42648917980702106,2095,2094,5428.650793650793
MSTR,,SMA,70,71,0,,true,false,1,195,1.3625456006354904,52.0618556701031,1.8412606520777324,4.178126525413351,0.9266037803193216,-0.2871746677760556,19 days 09:38:58.144329895,0.019758035997550858,0.6040713969612037,1.205044991886709,2.523886726887103,0,6779,6780 days 00:00:00,1000.0,27245.300217516968,2624.5300217516965,3681.869741586516,100.0,1763.6603889605153,96.76234306691477,5232 days 00:00:00,194,-27.24530021751343,265.0582471730965,-47.639626288659784,14.891202635865541,-7.456504519271288,24 days 23:02:58.217821782,13 days 08:46:27.096774193,135.42549235945614,0.6046734433480238,0.20124245617121386,1.1523246638535747,0.4000513745482682,36.443621721439484,1.260814805078093,0.38367346938775515,-0.0425475114097109,None,None,0.001060497117749039,0.2672452736727578,26.245300217516952,0.13069929487036136,0.5319065029064982,3765,3764,9818.789682539682
