Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
FMC,EMA,13,52,0,true,false,1,128,0.9691471418824201,44.09448818897638,1.382114594657074,3.040398990375171,0.6312548622957977,-0.6754743616848181,53 days 21:32:35.905511811,0.007693444922420104,0.23585153987891552,0.469860489602527,0.7170827837262841,0,11397,11398 days 00:00:00,1000.0,13447.420147813064,1244.7420147813064,3835.573735386672,100.0,1976.023033718551,61.48884962277731,1966 days 00:00:00,127,-13.4474201478115,101.29963756810083,-39.20534534308941,13.777218495032914,-5.428078365411218,96 days 22:17:08.571428572,19 days 22:59:09.295774648,98.11706746425875,0.4504038566204991,0.1411351500501278,1.0943016089147828,-2.685206708578753,101.41809951752944,1.092660484726249,1.0015019525383,-0.019917439564282116,0.0003297277146028398,0.08309138407991562,12.447420147813014,0.059139680932657424,0.22202406740039649,6846,254,16507.559523809523,,
FMC,EMA,14,50,0,true,false,1,128,0.9735516249889502,44.09448818897638,1.4060234364696784,3.0556450481890134,0.6335251219534769,-0.6700529706092331,53 days 19:27:52.440944881,0.007693444922420104,0.23585153987891552,0.469860489602527,0.7206785899387619,0,11397,11398 days 00:00:00,1000.0,13655.361600000802,1265.5361600000801,3835.573735386672,100.0,1921.416327643603,61.57394730936021,1956 days 00:00:00,127,-13.655361600000106,101.29963756810085,-39.2053453430894,13.725652300713003,-5.360135319998922,96 days 17:08:34.285714285,19 days 23:19:26.197183098,99.75603906772278,0.45249289775839985,0.1418076210359769,1.0947767122905652,-2.707786615174753,101.8907555027724,1.090835121967288,1.003613369467028,-0.019917439564282175,0.0003308372878633814,0.08337099654157211,12.655361600000798,0.05949906971882468,0.22174272870681686,6835,254,16507.559523809523,,
FMC,EMA,14,51,0,true,false,1,123,0.9734524333760232,44.26229508196721,1.3761017824806834,3.1721575024371043,0.6331392811170938,-0.669144240656616,56 days 02:21:38.360655736,0.00739055339004136,0.2266385891023954,0.4514345880494868,0.7189333007629237,0,11397,11398 days 00:00:00,1000.0,13690.21660738897,1269.0216607388968,3835.573735386672,100.0,2046.8142848166815,60.81653729292525,1956 days 00:00:00,122,-13.690216607386901,101.2996375681008,-39.20534534308941,14.025808823036137,-5.446918546273893,100 days 18:39:59.999999999,20 days 14:49:24.705882353,104.13038380324878,0.4529375050115215,0.14371965202785197,1.0946425205490475,-2.7423088057327485,101.9028060506014,1.0877579763946519,1.0063291139240507,-0.020033046636289704,0.0003309771820107373,0.0834062498667058,12.690216607389017,0.05955878603459541,0.22161873579052255,6845,244,16507.559523809523,,
FMC,EMA,15,48,0,true,false,1,128,0.97051809475197,44.09448818897638,1.4025245317064972,3.0294932149344658,0.6244511640395599,-0.6874272497095506,53 days 18:53:51.496062992,0.007693444922420104,0.23585153987891552,0.469860489602527,0.7145106397950202,0,11397,11398 days 00:00:00,1000.0,12988.958314116244,1198.8958314116244,3835.573735386672,100.0,1857.4694003111304,62.2466632987001,1973 days 00:00:00,127,-12.988958314113916,101.29963756810079,-39.205345343089405,13.766407571591602,-5.439058953696515,96 days 16:17:08.571428572,19 days 22:59:09.295774648,94.50352183016034,0.4462237514224763,0.13747860428308117,1.0933862891504498,-2.699046426480612,101.28888770181149,1.090431191071666,1.0027100271002711,-0.02002786479637917,0.0003267435328810059,0.08233937028601349,11.988958314116287,0.058327723296783374,0.22207568997112923,6832,254,16507.559523809523,,
FMC,EMA,15,49,0,true,false,1,123,0.9707812977824236,44.26229508196721,1.3980203158913365,3.0882076219541097,0.616640058286997,-0.7010865092995497,56 days 00:47:12.786885245,0.00739055339004136,0.2266385891023954,0.4514345880494868,0.6999070182949431,0,11397,11398 days 00:00:00,1000.0,12465.047340833953,1146.5047340833953,3835.573735386672,100.0,1805.1352900666113,62.743646457435375,1975 days 00:00:00,122,-12.465047340832825,101.29963756810083,-39.205345343089405,13.771399258942738,-5.395503383889802,99 days 19:33:20,21 days 06:21:10.588235294,94.07797039487525,0.4417446878205484,0.13411004389769715,1.092209142287119,-2.7540004897904247,102.01807065878899,1.0850063242024925,1.0066385033192518,-0.020033046636289912,0.0003226992720929728,0.08132021656742915,11.465047340833978,0.057364810163057056,0.2215508154072694,6837,244,16507.559523809523,,
FMC,EMA,19,42,0,true,false,1,118,0.98068949458487,44.44444444444444,1.4017124630272737,3.3082537291750316,0.6266861133508719,-0.6794578016665344,58 days 06:21:32.307692307,0.007087661857662615,0.21742563832587525,0.43300868649644647,0.7192991788098385,0,11397,11398 days 00:00:00,1000.0,13294.632370109459,1229.463237010946,3835.573735386672,100.0,1799.1578683982323,61.38768248798051,1962 days 00:00:00,117,-13.294632370107138,101.29963756810085,-36.495141941247915,14.645720595993922,-5.761719764280079,102 days 10:09:13.846153846,22 days 22:31:23.076923077,105.19595728615019,0.44925248067088014,0.1407200401135214,1.0941003350646297,-2.767800102678256,101.58718449143787,1.0868589971069227,1.006662628709873,-0.019948592224300152,0.0003286621490033069,0.08282286154883334,12.29463237010934,0.058872134683530364,0.221873742699601,6818,234,16507.559523809523,,
FMC,EMA,20,40,0,true,false,1,123,0.9761739012041575,45.08196721311475,1.3689581822858057,3.1610728693252774,0.6173813457654376,-0.69866772725753,55 days 21:02:57.049180326,0.00739055339004136,0.2266385891023954,0.4514345880494868,0.7164210951537415,0,11397,11398 days 00:00:00,1000.0,12557.821509553907,1155.7821509553908,3835.573735386672,100.0,1855.3684384801577,62.49780889516001,1966 days 00:00:00,122,-12.557821509552014,110.54813729683491,-36.49514194124793,14.015933351046812,-5.749633496267024,98 days 05:14:10.909090909,21 days 02:51:56.417910447,94.83917484478246,0.4419379350299304,0.1350495361669922,1.0926690785588313,-2.7102937518300223,100.88956331445942,1.088064211882185,1.0042321644498187,-0.019999929861040617,0.0003241133520345951,0.08167656471271796,11.557821509553948,0.057538172318794656,0.22242435658086696,6818,244,16507.559523809523,,
FMC,EMA,20,42,0,true,false,1,116,0.9799326682758875,45.21739130434783,1.4026087512335412,3.23534619796525,0.6010498287170982,-0.7262507841453018,59 days 10:26:05.217391303,0.006966505244711117,0.2137404580152672,0.42563832587523037,0.6915243781910458,0,11397,11398 days 00:00:00,1000.0,11499.853024149777,1049.9853024149777,3835.573735386672,100.0,1486.9258644316765,65.23309128236146,1973 days 00:00:00,115,-11.499853024148251,101.2996375681008,-39.20534534308941,14.451863091204519,-6.022731237724307,103 days 05:32:18.461538461,23 days 06:51:25.714285714,91.40306849716461,0.4318349081167626,0.12470831139089222,1.0901643972118837,-2.7811397434557383,101.50285390924812,1.0800339726574566,1.0093797276853251,-0.020027864796379104,0.0003160018090065904,0.07963245586966078,10.499853024149685,0.055482401197344045,0.22193128362927558,6836,230,16507.559523809523,,
FMC,EMA,21,39,0,true,false,1,119,0.9926433898465948,44.91525423728814,1.4100722596702526,3.411339465278704,0.6435022989094065,-0.6440013814639012,57 days 20:44:44.745762711,0.0071482401641383645,0.21926822848117927,0.4366938668070545,0.7479983612995947,0,11397,11398 days 00:00:00,1000.0,14654.589510909993,1365.4589510909993,3835.573735386672,100.0,1945.54659294146,61.20496899445138,1962 days 00:00:00,118,-14.654589510908409,110.54813729683492,-36.495141941247915,14.709979249652191,-5.801397589671986,100 days 23:05:39.622641510,22 days 17:21:13.846153846,115.84105169848209,0.46022629445162666,0.14668468939608073,1.096559445856073,-2.7012349957793553,100.51228875964925,1.0880028595438718,1.0078644888082273,-0.02000224474157497,0.0003378492492999634,0.08513801082359078,13.65458951091001,0.06115463930649967,0.2226374570994155,6829,236,16507.559523809523,,
FMC,EMA,21,40,0,true,false,1,117,0.9841353133302134,45.689655172413794,1.364283354905141,3.309916444563106,0.617996617491759,-0.6961950372744321,58 days 22:08:16.551724137,0.007027083551186866,0.21558304817057122,0.4293235061858384,0.713561876308814,0,11397,11398 days 00:00:00,1000.0,12652.663357103149,1165.266335710315,3835.573735386672,100.0,1823.6167811235662,64.24117899914191,1963 days 00:00:00,116,-12.652663357101119,101.2996375681008,-39.205345343089405,14.335827101655093,-5.9658496637841205,101 days 15:50:56.603773585,22 days 23:14:17.142857142,100.56306914189867,0.44330485728958957,0.13179134254588354,1.0925805371877697,-2.768981528655367,101.53223622245486,1.0827551726447135,1.0090744101633393,-0.020104789937265964,0.0003243356451607151,0.0817325825805002,11.652663357103267,0.05771410840033364,0.22189059457511762,6836,232,16507.559523809523,,
