Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
AXON,false,,,6,30,107,37.735849056603776,2.683634034068637,17.863161442534548,44063.20371264318,25193.36976137403,0.37866531850353896,1,16685.20706813435,2.114245131602612,0,0,5934,5935 days 00:00:00,1000.0,4667032.560979198,466603.2560979198,133243.47690342678,100.0,147516.98244867777,49.31211213278898,677 days 00:00:00,106,1,-4667.032560979016,4470.821822027166,-19.196554123497293,138.86494714990428,-6.1020316939518,64 days 12:36:00,12 days 07:38:10.909090909,1.2481146103241836,1.3816019577194452,1.308166866725336,2.5018844219751784,32 days 00:27:10.188679245,1
AXON,true,11,61,,,58,43.859649122807014,5.243899936986582,9.605662285136502,21655.455500052092,12428.52129250005,0.20525783619818,1,4444.951937826669,1.7861817391191077,0,0,5934,5935 days 00:00:00,1000.0,1234126.8366663037,123312.68366663037,133243.47690342678,100.0,15321.538808268824,80.45606599783166,3538 days 00:00:00,57,1,-1234.1268366661388,3992.00851958638,-28.569770322930253,195.00358202251996,-9.602973576080839,102 days 12:28:48,24 days 16:30:00,1.0800795748887801,0.6826521825844437,1.2671069365706245,-0.07453117756747016,58 days 19:47:22.105263157,1
PNC,true,13,82,,,102,41.584158415841586,1.927822505140892,8.145818211146059,371.96682607969757,234.36253668387786,0.172755867408662,1,64.25945168664508,0.8466503895568556,0,0,12399,12400 days 00:00:00,1000.0,38530.11931473475,3753.0119314734757,7429.523577008983,100.0,2375.632282766398,46.437222993023056,1665 days 00:00:00,101,1,-38.530119314731564,131.87118644067797,-19.663563973735602,20.04371964481945,-5.341113210644461,135 days 01:08:34.285714284,33 days 04:04:04.067796610,0.5615519614502739,0.24435293798894683,1.1203238984889614,-0.49485160218249374,75 days 12:49:54.059405940,1
PNC,false,,,35,38,100,39.39393939393939,1.7091894567301518,7.984514880232277,219.46552698995623,130.99411620153495,0.16936849745947252,1,37.1705465504402,0.7455670110430053,0,0,12399,12400 days 00:00:00,1000.0,22704.382789216477,2170.438278921648,7429.523577008983,100.0,1814.5949978529188,46.947570818438464,2820 days 00:00:00,99,1,-22.704382789215742,122.25806451612901,-22.904545454545445,20.23590393862948,-5.513774799977874,150 days 07:23:04.615384616,32 days 20:24:00,0.497573137997015,0.20505969240555882,1.1044548154695126,-0.7078630606088696,79 days 02:54:32.727272727,1
PDD,false,,,11,27,22,42.857142857142854,1.819630864143194,12.867647058823529,210.48832835322838,43.48932403992321,0.28308823529411764,1,59.58676942352421,1.4451881401498903,0,0,1632,1633 days 00:00:00,1000.0,5414.840055362433,441.4840055362434,289.55055866739923,100.0,185.41326192266737,45.01291075980852,456 days 00:00:00,21,1,-5.41484005536222,126.45645809317226,-29.979975332320713,41.84347310161114,-8.535964867097693,71 days 13:20:00,13 days 08:00:00,0.940942889621483,1.019051500869598,1.2293335697857486,0.5247216498841814,38 days 06:51:25.714285714,1
PDD,true,8,29,,,33,37.5,1.4796502576240231,19.607843137254903,135.5459680458576,37.34048706497454,0.4246323529411765,1,57.55720334300204,1.4337507152898852,0,0,1632,1633 days 00:00:00,1000.0,5332.138838628815,433.2138838628816,289.55055866739923,100.0,254.35171159856813,64.423013032524,488 days 00:00:00,32,1,-5.3321388386284525,126.33626077882134,-38.24690631292381,40.61448470911021,-9.043469107097003,46 days 02:00:00,13 days 06:00:00,0.91703300021854,0.7042441144167509,1.2204561685671689,0.4961597237341388,25 days 13:30:00,1
DLR,false,,,27,37,48,44.680851063829785,1.5967610217571113,9.233791748526523,63.70401520162092,30.711302094445344,0.19803536345776032,1,12.615647804171687,0.7076038573299155,0,0,5090,5091 days 00:00:00,1000.0,3990.0986158603246,299.00986158603246,1429.249954223663,100.0,317.7544695729597,49.264855970702975,1609 days 00:00:00,47,1,-3.9900986158600062,49.21372567719105,-15.277295285433343,15.901674636428801,-5.642799766492212,126 days 19:25:42.857142858,26 days 15:41:32.307692307,0.4944175628062207,0.21171556607947387,1.0978236153907295,-0.7907924637657603,71 days 09:42:07.659574467,1
IREN,true,9,11,,,44,44.18604651162791,1.4342436646869627,53.952321204516934,68.17843631117927,29.738069098080942,1.1593475533249686,3,79.04250332688788,2.0257088196946866,0,0,797,798 days 00:00:00,1000.0,3927.7450163643434,292.77450163643437,-49.77505378410926,100.0,198.73946648690585,57.39617555871188,150 days 00:00:00,43,1,-3.9277450163640424,142.74969471114824,-19.088661559233387,28.249082648018824,-10.448410787444166,11 days 22:44:12.631578947,5 days 12:00:00,1.0733748146461013,1.5151477898600434,1.268649512413357,6.881952491830415,8 days 08:22:19.534883720,1
IREN,false,,,7,18,21,40.0,2.294749348492314,25.094102885821833,151.7170639875026,27.863556287879266,0.5533249686323714,2,83.94883967188035,2.0953130518074214,0,0,797,798 days 00:00:00,1000.0,4030.3109687812703,303.031096878127,-49.77505378410926,100.0,86.97539369970633,60.63370168796859,234 days 00:00:00,20,1,-4.030310968780668,136.97039624252307,-15.866137323246488,44.77198261101811,-10.018597473370749,32 days 06:00:00,6 days 10:00:00,1.085365193239374,1.4708185269598655,1.2829929166508534,7.088011440278343,16 days 18:00:00,1
DLR,true,18,23,,,143,53.52112676056338,1.604517914515659,27.897838899803535,28.677098905394253,23.25500978243665,0.5899803536345776,2,16.91892495341826,0.8152169088494545,0,0,5090,5091 days 00:00:00,1000.0,5067.080963602383,406.70809636023836,1429.249954223663,100.0,694.8986911045704,52.77801654603436,3117 days 00:00:00,142,1,-5.067080963602166,35.28466435440136,-19.659020566758212,6.300584796561889,-4.2038684495233225,28 days 02:12:37.894736842,14 days 01:05:27.272727272,0.557652736471516,0.23377662420090956,1.1176414463285933,-0.7154394896719425,21 days 13:31:16.056338027,1
