Metric Type,price_change,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Expectancy Adjusted,Beats BNH [%],Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Mean Total Trades,0.93,0,0,0,0,270,271 days 00:00:00,1000.0,1567.216071659976,56.721607165997604,1.7836932307933706,100.0,190.1841622537666,31.892432842431127,71 days 00:00:00,64,64,0,0.0,59.375,16.742553406489666,-15.772483883065453,4.794905378191174,-4.784247332548585,1 days 02:31:34.736842105,2 days 09:13:50.769230769,1.2917045381436145,8.862751119687143,1.2215296676081546,2.6072680872020157,1.3037273933413929,1.8384784695420766,14,0.015614811792098289,5.727338257072321,2.4725864356474685,0.27230046948356806,0.9033745894531471,-0.04914112642984197,None,None,0.002312926121431877,0.582857382600833,0.5672160716599768,0.5186169897825645,0.5742545491483577,0.8125025893306411,30.800091062053507,0.23703703703703705,4.977777777777778,9.955555555555556,4.496797956388999,1 days 14:59:59.999999998,false
Mean Total Fees Paid,1.28,0,0,0,0,270,271 days 00:00:00,1000.0,1558.6275169150263,55.86275169150262,1.7836932307933706,100.0,186.46847076175348,29.86947638491584,76 days 00:00:00,64,64,0,0.0,59.375,16.742553406489666,-15.772483883065453,4.478464970526535,-4.397939129145266,1 days 01:53:41.052631578,2 days 05:32:18.461538461,1.3177704028182537,8.728554951797296,1.2314965663546753,2.7386340215887537,1.3177718550508455,1.8523081670085066,14,0.012521441701026226,6.591280682301224,2.517885508757864,0.26046511627906976,0.8724258050348661,-0.04518574385566063,None,None,0.0022450684442660964,0.5657572479550563,0.5586275169150263,0.5108767519956965,0.5528955353300588,0.7846669962443766,30.318587034529127,0.23703703703703705,4.977777777777778,9.955555555555556,4.342741785062445,1 days 13:07:29.999999998,false
Least Avg Winning Trade [%],1.28,0,0,0,0,270,271 days 00:00:00,1000.0,1558.6275169150263,55.86275169150262,1.7836932307933706,100.0,186.46847076175348,29.86947638491584,76 days 00:00:00,64,64,0,0.0,59.375,16.742553406489666,-15.772483883065453,4.478464970526535,-4.397939129145266,1 days 01:53:41.052631578,2 days 05:32:18.461538461,1.3177704028182537,8.728554951797296,1.2314965663546753,2.7386340215887537,1.3177718550508455,1.8523081670085066,14,0.012521441701026226,6.591280682301224,2.517885508757864,0.26046511627906976,0.8724258050348661,-0.04518574385566063,None,None,0.0022450684442660964,0.5657572479550563,0.5586275169150263,0.5108767519956965,0.5528955353300588,0.7846669962443766,30.318587034529127,0.23703703703703705,4.977777777777778,9.955555555555556,4.342741785062445,1 days 13:07:29.999999998,false
Mean Profit Factor,0.57,0,0,0,0,270,271 days 00:00:00,1000.0,1553.8674564098137,55.386745640981374,1.7836932307933706,100.0,199.40769628751727,30.053924300165924,74 days 00:00:00,67,67,0,0.0,59.70149253731343,16.742553406489666,-15.772483883065453,4.674616566994534,-4.808106906433084,1 days 03:00:00,2 days 09:46:40,1.2719643911335934,8.266678453877812,1.2012919409621146,2.6969572985342127,1.2882935499138384,1.8060531468454266,14,0.014064544118971737,5.497804054838594,2.449869701475495,0.2904761904761905,0.8532205403893744,-0.04914112642984202,None,None,0.002290413093336202,0.5771840995207229,0.5538674564098132,0.5065855696845312,0.5782450939806575,0.783669841919058,30.051721610417196,0.24814814814814815,5.211111111111111,10.422222222222222,4.446227038251296,1 days 15:24:10.746268656,false
Median Profit Factor,0.57,0,0,0,0,270,271 days 00:00:00,1000.0,1553.8674564098137,55.386745640981374,1.7836932307933706,100.0,199.40769628751727,30.053924300165924,74 days 00:00:00,67,67,0,0.0,59.70149253731343,16.742553406489666,-15.772483883065453,4.674616566994534,-4.808106906433084,1 days 03:00:00,2 days 09:46:40,1.2719643911335934,8.266678453877812,1.2012919409621146,2.6969572985342127,1.2882935499138384,1.8060531468454266,14,0.014064544118971737,5.497804054838594,2.449869701475495,0.2904761904761905,0.8532205403893744,-0.04914112642984202,None,None,0.002290413093336202,0.5771840995207229,0.5538674564098132,0.5065855696845312,0.5782450939806575,0.783669841919058,30.051721610417196,0.24814814814814815,5.211111111111111,10.422222222222222,4.446227038251296,1 days 15:24:10.746268656,false
Mean Omega Ratio,0.57,0,0,0,0,270,271 days 00:00:00,1000.0,1553.8674564098137,55.386745640981374,1.7836932307933706,100.0,199.40769628751727,30.053924300165924,74 days 00:00:00,67,67,0,0.0,59.70149253731343,16.742553406489666,-15.772483883065453,4.674616566994534,-4.808106906433084,1 days 03:00:00,2 days 09:46:40,1.2719643911335934,8.266678453877812,1.2012919409621146,2.6969572985342127,1.2882935499138384,1.8060531468454266,14,0.014064544118971737,5.497804054838594,2.449869701475495,0.2904761904761905,0.8532205403893744,-0.04914112642984202,None,None,0.002290413093336202,0.5771840995207229,0.5538674564098132,0.5065855696845312,0.5782450939806575,0.783669841919058,30.051721610417196,0.24814814814814815,5.211111111111111,10.422222222222222,4.446227038251296,1 days 15:24:10.746268656,false
Median Omega Ratio,0.57,0,0,0,0,270,271 days 00:00:00,1000.0,1553.8674564098137,55.386745640981374,1.7836932307933706,100.0,199.40769628751727,30.053924300165924,74 days 00:00:00,67,67,0,0.0,59.70149253731343,16.742553406489666,-15.772483883065453,4.674616566994534,-4.808106906433084,1 days 03:00:00,2 days 09:46:40,1.2719643911335934,8.266678453877812,1.2012919409621146,2.6969572985342127,1.2882935499138384,1.8060531468454266,14,0.014064544118971737,5.497804054838594,2.449869701475495,0.2904761904761905,0.8532205403893744,-0.04914112642984202,None,None,0.002290413093336202,0.5771840995207229,0.5538674564098132,0.5065855696845312,0.5782450939806575,0.783669841919058,30.051721610417196,0.24814814814814815,5.211111111111111,10.422222222222222,4.446227038251296,1 days 15:24:10.746268656,false
Median Total Return [%],0.1,0,0,0,0,270,271 days 00:00:00,1000.0,1514.8616371902406,51.486163719024056,1.7836932307933706,100.0,207.49289117060962,38.836627295966345,103 days 00:00:00,68,68,0,0.0,60.29411764705882,16.742553406489666,-15.772483883065448,4.888465253544149,-5.326513769251067,1 days 06:26:20.487804878,2 days 16:00:00,1.2209362745860444,7.571494664562344,1.1283217330181856,1.9301262389784024,1.2558834930552645,1.7382715098001367,14,0.2737910198218164,5.19949774368846,2.4538031325849,0.31553398058252424,0.8325177003754605,-0.05315628274778554,None,None,0.002261464597735856,0.5698890786294357,0.514861637190243,0.4713869243365474,0.6078599677979435,0.7722449256876442,27.864920733103574,0.2518518518518518,5.288888888888889,10.577777777777778,4.403093615319102,1 days 19:45:52.941176470,false
Most Total Trades,0.1,0,0,0,0,270,271 days 00:00:00,1000.0,1514.8616371902406,51.486163719024056,1.7836932307933706,100.0,207.49289117060962,38.836627295966345,103 days 00:00:00,68,68,0,0.0,60.29411764705882,16.742553406489666,-15.772483883065448,4.888465253544149,-5.326513769251067,1 days 06:26:20.487804878,2 days 16:00:00,1.2209362745860444,7.571494664562344,1.1283217330181856,1.9301262389784024,1.2558834930552645,1.7382715098001367,14,0.2737910198218164,5.19949774368846,2.4538031325849,0.31553398058252424,0.8325177003754605,-0.05315628274778554,None,None,0.002261464597735856,0.5698890786294357,0.514861637190243,0.4713869243365474,0.6078599677979435,0.7722449256876442,27.864920733103574,0.2518518518518518,5.288888888888889,10.577777777777778,4.403093615319102,1 days 19:45:52.941176470,false
Most Best Trade [%],0.1,0,0,0,0,270,271 days 00:00:00,1000.0,1514.8616371902406,51.486163719024056,1.7836932307933706,100.0,207.49289117060962,38.836627295966345,103 days 00:00:00,68,68,0,0.0,60.29411764705882,16.742553406489666,-15.772483883065448,4.888465253544149,-5.326513769251067,1 days 06:26:20.487804878,2 days 16:00:00,1.2209362745860444,7.571494664562344,1.1283217330181856,1.9301262389784024,1.2558834930552645,1.7382715098001367,14,0.2737910198218164,5.19949774368846,2.4538031325849,0.31553398058252424,0.8325177003754605,-0.05315628274778554,None,None,0.002261464597735856,0.5698890786294357,0.514861637190243,0.4713869243365474,0.6078599677979435,0.7722449256876442,27.864920733103574,0.2518518518518518,5.288888888888889,10.577777777777778,4.403093615319102,1 days 19:45:52.941176470,false
Least Best Trade [%],0.1,0,0,0,0,270,271 days 00:00:00,1000.0,1514.8616371902406,51.486163719024056,1.7836932307933706,100.0,207.49289117060962,38.836627295966345,103 days 00:00:00,68,68,0,0.0,60.29411764705882,16.742553406489666,-15.772483883065448,4.888465253544149,-5.326513769251067,1 days 06:26:20.487804878,2 days 16:00:00,1.2209362745860444,7.571494664562344,1.1283217330181856,1.9301262389784024,1.2558834930552645,1.7382715098001367,14,0.2737910198218164,5.19949774368846,2.4538031325849,0.31553398058252424,0.8325177003754605,-0.05315628274778554,None,None,0.002261464597735856,0.5698890786294357,0.514861637190243,0.4713869243365474,0.6078599677979435,0.7722449256876442,27.864920733103574,0.2518518518518518,5.288888888888889,10.577777777777778,4.403093615319102,1 days 19:45:52.941176470,false
Mean Best Trade [%],0.1,0,0,0,0,270,271 days 00:00:00,1000.0,1514.8616371902406,51.486163719024056,1.7836932307933706,100.0,207.49289117060962,38.836627295966345,103 days 00:00:00,68,68,0,0.0,60.29411764705882,16.742553406489666,-15.772483883065448,4.888465253544149,-5.326513769251067,1 days 06:26:20.487804878,2 days 16:00:00,1.2209362745860444,7.571494664562344,1.1283217330181856,1.9301262389784024,1.2558834930552645,1.7382715098001367,14,0.2737910198218164,5.19949774368846,2.4538031325849,0.31553398058252424,0.8325177003754605,-0.05315628274778554,None,None,0.002261464597735856,0.5698890786294357,0.514861637190243,0.4713869243365474,0.6078599677979435,0.7722449256876442,27.864920733103574,0.2518518518518518,5.288888888888889,10.577777777777778,4.403093615319102,1 days 19:45:52.941176470,false
Median Best Trade [%],0.1,0,0,0,0,270,271 days 00:00:00,1000.0,1514.8616371902406,51.486163719024056,1.7836932307933706,100.0,207.49289117060962,38.836627295966345,103 days 00:00:00,68,68,0,0.0,60.29411764705882,16.742553406489666,-15.772483883065448,4.888465253544149,-5.326513769251067,1 days 06:26:20.487804878,2 days 16:00:00,1.2209362745860444,7.571494664562344,1.1283217330181856,1.9301262389784024,1.2558834930552645,1.7382715098001367,14,0.2737910198218164,5.19949774368846,2.4538031325849,0.31553398058252424,0.8325177003754605,-0.05315628274778554,None,None,0.002261464597735856,0.5698890786294357,0.514861637190243,0.4713869243365474,0.6078599677979435,0.7722449256876442,27.864920733103574,0.2518518518518518,5.288888888888889,10.577777777777778,4.403093615319102,1 days 19:45:52.941176470,false
Most Worst Trade [%],0.1,0,0,0,0,270,271 days 00:00:00,1000.0,1514.8616371902406,51.486163719024056,1.7836932307933706,100.0,207.49289117060962,38.836627295966345,103 days 00:00:00,68,68,0,0.0,60.29411764705882,16.742553406489666,-15.772483883065448,4.888465253544149,-5.326513769251067,1 days 06:26:20.487804878,2 days 16:00:00,1.2209362745860444,7.571494664562344,1.1283217330181856,1.9301262389784024,1.2558834930552645,1.7382715098001367,14,0.2737910198218164,5.19949774368846,2.4538031325849,0.31553398058252424,0.8325177003754605,-0.05315628274778554,None,None,0.002261464597735856,0.5698890786294357,0.514861637190243,0.4713869243365474,0.6078599677979435,0.7722449256876442,27.864920733103574,0.2518518518518518,5.288888888888889,10.577777777777778,4.403093615319102,1 days 19:45:52.941176470,false
Mean Worst Trade [%],0.1,0,0,0,0,270,271 days 00:00:00,1000.0,1514.8616371902406,51.486163719024056,1.7836932307933706,100.0,207.49289117060962,38.836627295966345,103 days 00:00:00,68,68,0,0.0,60.29411764705882,16.742553406489666,-15.772483883065448,4.888465253544149,-5.326513769251067,1 days 06:26:20.487804878,2 days 16:00:00,1.2209362745860444,7.571494664562344,1.1283217330181856,1.9301262389784024,1.2558834930552645,1.7382715098001367,14,0.2737910198218164,5.19949774368846,2.4538031325849,0.31553398058252424,0.8325177003754605,-0.05315628274778554,None,None,0.002261464597735856,0.5698890786294357,0.514861637190243,0.4713869243365474,0.6078599677979435,0.7722449256876442,27.864920733103574,0.2518518518518518,5.288888888888889,10.577777777777778,4.403093615319102,1 days 19:45:52.941176470,false
Most Avg Winning Trade [%],0.1,0,0,0,0,270,271 days 00:00:00,1000.0,1514.8616371902406,51.486163719024056,1.7836932307933706,100.0,207.49289117060962,38.836627295966345,103 days 00:00:00,68,68,0,0.0,60.29411764705882,16.742553406489666,-15.772483883065448,4.888465253544149,-5.326513769251067,1 days 06:26:20.487804878,2 days 16:00:00,1.2209362745860444,7.571494664562344,1.1283217330181856,1.9301262389784024,1.2558834930552645,1.7382715098001367,14,0.2737910198218164,5.19949774368846,2.4538031325849,0.31553398058252424,0.8325177003754605,-0.05315628274778554,None,None,0.002261464597735856,0.5698890786294357,0.514861637190243,0.4713869243365474,0.6078599677979435,0.7722449256876442,27.864920733103574,0.2518518518518518,5.288888888888889,10.577777777777778,4.403093615319102,1 days 19:45:52.941176470,false
Least Avg Losing Trade [%],0.1,0,0,0,0,270,271 days 00:00:00,1000.0,1514.8616371902406,51.486163719024056,1.7836932307933706,100.0,207.49289117060962,38.836627295966345,103 days 00:00:00,68,68,0,0.0,60.29411764705882,16.742553406489666,-15.772483883065448,4.888465253544149,-5.326513769251067,1 days 06:26:20.487804878,2 days 16:00:00,1.2209362745860444,7.571494664562344,1.1283217330181856,1.9301262389784024,1.2558834930552645,1.7382715098001367,14,0.2737910198218164,5.19949774368846,2.4538031325849,0.31553398058252424,0.8325177003754605,-0.05315628274778554,None,None,0.002261464597735856,0.5698890786294357,0.514861637190243,0.4713869243365474,0.6078599677979435,0.7722449256876442,27.864920733103574,0.2518518518518518,5.288888888888889,10.577777777777778,4.403093615319102,1 days 19:45:52.941176470,false
