Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Fast Period,Slow Period,Signal Period,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Ticker,Strategy Type,Signal Entry,Signal Exit,Score
0,6886,6887 days,1000.0,402656.81153198454,40165.68115319846,2636.8519438794215,100.0,15856.942106252252,81.25081237217847,1362 days,169,169,0,0.0,44.97041420118343,177.93355257307667,-63.751198103536645,25.518667731820845,-8.436152016569988,32 days 18:18:56.842105263,12 days 21:09:40.645161290,1.955939950664748,2376.6675238578973,0.8043668978234405,0.4605782657323787,1.222627966625818,1.2989889631988403,N/A,N/A,N/A,14,1.92384445748332,62.52870311244349,1.262905827375448,0.9681069958847739,6.833471065546598,-0.04169858318840711,0.00151742453189168,0.38239098203670335,401.6568115319874,0.24542144577020109,0.5721364458981314,MSTR,COMP,False,False,1.2520200957900778
