Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Fast Period,Slow Period,Signal Period,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Ticker,Strategy Type
0,4885,4886 days,1000.0,64392.52743310913,6339.252743310913,12371.086843554558,100.0,3540.117724926356,40.997212534172405,547 days,60,59,1,1556.9453682952008,69.49152542372882,149.6424315570878,-12.382080767948644,15.1568689247102,-3.874784095988315,80 days 00:35:07.317073171,20 days 04:00:00,3.5829663921160564,1048.0607129629486,1.1480940785651332,0.8902523586971649,1.2326713349609577,1.7559608602232004,N/A,N/A,N/A,14,0.6349173834404696,12.929922077040242,1.0698891324610726,1.1521486643437862,9.350601901446247,-0.02311236224456282,0.0009867963558871655,0.2486726816835657,63.39252743310932,0.23963084472211782,0.26067342765738005,MA,COMP
