Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Fast Period,Slow Period,Signal Period,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Ticker,Strategy Type,Score
0,1273,1274 days,1000.0,9090.22948436065,809.0229484360652,1843.4737356085698,100.0,454.4221053793844,64.4932406320898,950 days,79,79,0,0.0,51.89873417721519,153.04195136136786,-16.39531781868762,13.30831207491769,-5.5693434486125435,12 days 05:51:13.170731707,6 days 20:12:37.894736842,2.622680890442478,102.407968156464,1.2467060619595365,1.367661256324275,1.2809071684640907,2.141710251639412,N/A,N/A,N/A,14,1.7430974256761842,12.792684175483265,1.46859793607965,0.8721973094170403,4.227920810434792,-0.049744184536838806,0.002369072722299237,0.5970063260194077,8.090229484360655,0.5474200207822719,0.5763164602364118,PLTR,COMP,1.4362798529739245
