Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Fast Period,Slow Period,Signal Period,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Ticker,Strategy Type
0,2496,2497 days,1000.0,17900.401244065397,1690.0401244065397,508.56926375465446,100.0,1450.6488364435438,44.69429215093838,487 days,76,76,0,0.0,51.31578947368421,137.07425388704954,-25.944141772785006,16.123054002342098,-6.016052369289481,27 days 11:04:36.923076923,8 days 00:38:55.135135135,1.7136845388226947,222.37370057980792,1.1267585537864695,1.1736088269863771,1.2512081457337023,1.6884790816083386,N/A,N/A,N/A,14,0.11008006319434209,8.922123445873977,1.1383670928028102,1.099125364431487,5.344804847731988,-0.03888486726991872,0.0014640814544635637,0.368948526524818,16.90040124406533,0.3379512670336495,0.3940769909523367,XYZ,COMP
