Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Fast Period,Slow Period,Signal Period,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Ticker,Strategy Type,Score
0,5509,5510 days,1000.0,13445.403959273464,1244.5403959273465,1669.974032315331,100.0,459.2214438679064,44.293245304834066,745 days,58,57,1,20.52625602923399,57.89473684210527,102.36929141391353,-25.222304472614955,14.609834789318754,-5.88337168534899,72 days 05:49:05.454545455,29 days 11:00:00,3.1172606682939246,217.98031058323215,0.7223272114781181,0.42409748664817,1.157796857071476,1.0909306551525444,N/A,N/A,N/A,14,1.154347298162489,34.475571589915674,1.0658290032770024,1.0862876254180605,5.981116273669178,-0.022797396489388763,0.00059411362429871,0.14971663332327492,12.445403959273388,0.1261995668660274,0.24944927068072548,NRG,COMP,1.4145141891015605
