Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Fast Period,Slow Period,Signal Period,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Ticker,Strategy Type,Score
0,6731,6732 days,1000.0,2466884.0399073944,246588.40399073943,454015.4398546303,100.0,18508.244723882508,71.5562777183974,1672 days,91,90,1,685334.5982464941,54.44444444444444,456.3462391756081,-35.52788185595111,36.8307712364877,-8.75725979288422,76 days 10:17:08.571428572,16 days 02:55:36.585365853,4.982543446979999,19783.88268512111,1.0620038794520403,0.7368700523711089,1.2285749026113018,1.6861114495427945,N/A,N/A,N/A,14,1.3710304579746173,25.198096755361444,1.127652571969306,1.0894977168949773,16.062890434218268,-0.03831429168737343,0.0015361151973018248,0.3871010297200599,2465.8840399073943,0.3396113844570747,0.4386765155919603,NVDA,COMP,1.6529872912634478
