Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Fast Period,Slow Period,Signal Period,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Ticker,Strategy Type,Signal Entry,Signal Exit,Score
0,1343,1344 days,1000.0,3873.515085416035,287.3515085416035,608.0999755859375,100.0,433.5222042541942,58.773595752069305,1159 days,77,77,0,0.0,40.25974025974026,184.2575813654369,-17.85069123431072,16.77450355699282,-5.651887558620938,12 days 04:38:42.580645161,6 days 13:33:54.782608695,1.3550919102968835,37.3183777326758,0.8895330962033079,0.7562837204244558,1.1983921096485457,1.4972757782072246,N/A,N/A,N/A,14,1.3423446638076255,7.871940341696684,1.549141019789583,0.7735849056603774,3.376919254158627,-0.045857556407419765,0.0015416945612602624,0.38850702943758614,2.8735150854160425,0.2890499153555932,0.5256333736213032,MP,COMP,False,False,0.9845870576072315
