Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Fast Period,Slow Period,Signal Period,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Ticker,Strategy Type,Score
0,4055,4056 days,1000.0,252129.62849206457,25112.96284920646,24195.576948524027,100.0,18470.85385205324,64.03023953171466,840 days,106,106,0,0.0,37.735849056603776,357.662545496104,-19.792472298596227,34.32877313423787,-4.766400718652985,45 days 10:12:00,8 days,1.7978956206145211,2369.1474386043824,1.2401824916634303,1.0070795968669366,1.2922472937442335,1.9140852988709194,N/A,N/A,N/A,14,0.496904841299394,10.45065906691566,1.226452682129571,1.0536462699077958,9.986495074890735,-0.03644124286210809,0.0017084969366092336,0.43054122802552686,251.12962849206548,0.40998118768365743,0.4178066144455089,BTC-USD,COMP,1.2297058612744216
