Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Fast Period,Slow Period,Signal Period,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Ticker,Strategy Type,Signal Entry,Signal Exit,Score
0,5266,5267 days,1000.0,5386.548343537419,438.65483435374193,750.6534022706417,100.0,245.86432831585495,43.20887225077855,3310 days,57,56,1,2736.856106599046,48.214285714285715,43.06630494604354,-11.33996850227063,7.546727138104689,-2.944394282843652,84 days 08:00:00,23 days 04:57:55.862068965,1.785361352228752,29.458789945328093,0.7776787668864277,0.2864575228365035,1.1480065885308899,1.1017516941725738,N/A,N/A,N/A,14,-0.43052273617866277,5.723366802666071,1.0107179218288729,1.1358328211432085,2.1138249736850128,-0.014115145346397325,0.0003586683437428908,0.09038442262320848,4.386548343537478,0.08390097585813239,0.13987480962188134,GLD,COMP,False,False,0.9928126935680466
