Position_UUID,Ticker,Strategy_Type,Short_Window,Long_Window,Signal_Window,Entry_Timestamp,Exit_Timestamp,Avg_Entry_Price,Avg_Exit_Price,Position_Size,Direction,PnL,Return,Duration_Days,Trade_Type,Status,Max_Favourable_Excursion,Max_Adverse_Excursion,MFE_MAE_Ratio,Exit_Efficiency,Days_Since_Entry,Current_Unrealized_PnL,Current_Excursion_Status
PGR_SMA_37_61_0_1980-06-11,PGR,SMA,37,61,0,1980-06-11 00:00:00,1980-10-06 00:00:00,0.07681799679994583,0.08779100328683853,13004.77805484383,Long,140.56081044444272,0.14070137125488716,117.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1980-12-12,PGR,SMA,37,61,0,1980-12-12 00:00:00,1981-08-25 00:00:00,0.08596300333738327,0.17146800458431244,13254.788046241749,Long,1129.9384749751503,0.9916774301664648,256.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1981-10-13,PGR,SMA,37,61,0,1981-10-13 00:00:00,1982-01-08 00:00:00,0.17558300495147705,0.1618659943342209,12918.283606047527,Long,-181.5594952562299,-0.08004453290012817,87.0,Big Loser,Closed,,,,,,,
PGR_SMA_37_61_0_1982-03-26,PGR,SMA,37,61,0,1982-03-26 00:00:00,1982-07-29 00:00:00,0.1577499955892563,0.18244199454784393,13228.86209556423,Long,322.14669616343235,0.1543696205980056,125.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1982-09-09,PGR,SMA,37,61,0,1982-09-09 00:00:00,1982-11-16 00:00:00,0.2043900042772293,0.17695499956607819,11784.71431142596,Long,-327.80773457792395,-0.136094472003949,68.0,Big Loser,Closed,,,,,,,
PGR_SMA_37_61_0_1983-01-10,PGR,SMA,37,61,0,1983-01-10 00:00:00,1983-12-07 00:00:00,0.20576100051403046,0.3024689853191376,10114.635664656791,Long,973.0254710262675,0.4675315272522418,331.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1984-06-05,PGR,SMA,37,61,0,1984-06-05 00:00:00,1984-07-17 00:00:00,0.25720199942588806,0.25720199942588806,11871.023470340946,Long,-6.106501943606545,-0.0019999999999999584,42.0,Breakeven,Closed,,,,,,,
PGR_SMA_37_61_0_1984-08-10,PGR,SMA,37,61,0,1984-08-10 00:00:00,1984-11-13 00:00:00,0.2798349857330322,0.2818929851055145,10889.097952778178,Long,16.293045856439786,0.005346977604405932,95.0,Breakeven,Closed,,,,,,,
PGR_SMA_37_61_0_1985-01-17,PGR,SMA,37,61,0,1985-01-17 00:00:00,1985-09-23 00:00:00,0.29423901438713074,0.4660489857196808,10411.356718718707,Long,1780.8592697979398,0.5813290385325749,249.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1985-11-22,PGR,SMA,37,61,0,1985-11-22 00:00:00,1986-05-23 00:00:00,0.5277780294418335,0.8148149847984314,9175.273048175739,Long,2621.3237828155884,0.5413153757925502,182.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1986-05-27,PGR,SMA,37,61,0,1986-05-27 00:00:00,1986-10-17 00:00:00,0.8819440007209778,0.9791669845581055,8459.96185766371,Long,806.7578070020161,0.108126902358757,143.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1987-01-16,PGR,SMA,37,61,0,1987-01-16 00:00:00,1987-03-12 00:00:00,0.9236109852790833,0.8333330154418945,8950.91612551969,Long,-823.7967943825596,-0.09964683758075892,55.0,Big Loser,Closed,,,,,,,
PGR_SMA_37_61_0_1987-06-11,PGR,SMA,37,61,0,1987-06-11 00:00:00,1987-08-19 00:00:00,0.8333330154418945,0.9166669845581055,8933.032177216955,Long,728.7922212601876,0.09790080028564477,69.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1987-08-20,PGR,SMA,37,61,0,1987-08-20 00:00:00,1987-10-23 00:00:00,0.9444440007209778,0.7361109852790833,8652.979734260747,Long,-1817.2431688323131,-0.22236741433856588,64.0,Big Loser,Closed,,,,,,,
PGR_SMA_37_61_0_1987-12-30,PGR,SMA,37,61,0,1987-12-30 00:00:00,1988-01-21 00:00:00,0.8055559992790222,0.7361109852790833,7891.229241642968,Long,-560.1721727520433,-0.08812134854439728,22.0,Big Loser,Closed,,,,,,,
PGR_SMA_37_61_0_1988-03-22,PGR,SMA,37,61,0,1988-03-22 00:00:00,1988-04-14 00:00:00,0.7708330154418945,0.7395830154418945,7520.713800480286,Long,-246.38171295294214,-0.042500016702194714,23.0,Loser,Closed,,,,,,,
PGR_SMA_37_61_0_1988-06-07,PGR,SMA,37,61,0,1988-06-07 00:00:00,1988-08-24 00:00:00,0.8402780294418335,0.8541669845581055,6606.240702748714,Long,80.55986898771101,0.01451247048595639,78.0,Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1989-02-13,PGR,SMA,37,61,0,1989-02-13 00:00:00,1989-06-06 00:00:00,0.7465280294418335,0.7916669845581055,7543.666261979281,Long,328.9095829801626,0.05840471942476385,113.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1989-07-21,PGR,SMA,37,61,0,1989-07-21 00:00:00,1989-12-28 00:00:00,0.8576390147209167,1.03125,6949.473157118326,Long,1193.378098473276,0.20022654440486518,160.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1990-05-14,PGR,SMA,37,61,0,1990-05-14 00:00:00,1990-10-22 00:00:00,1.111111044883728,1.243056058883667,6437.093085155668,Long,834.1883444548134,0.11663176915834966,161.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1990-12-12,PGR,SMA,37,61,0,1990-12-12 00:00:00,1991-05-08 00:00:00,1.4027780294418335,1.586806058883667,5692.761110967779,Long,1030.6086212985167,0.12905708640556876,147.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1991-05-10,PGR,SMA,37,61,0,1991-05-10 00:00:00,1991-05-21 00:00:00,1.576388955116272,1.600693941116333,5718.930741250843,Long,120.82901455865432,0.013402722110718043,11.0,Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1991-11-12,PGR,SMA,37,61,0,1991-11-12 00:00:00,1992-02-21 00:00:00,1.420138955116272,1.243056058883667,6433.150452581699,Long,-1156.3336482528862,-0.12656936886284356,101.0,Big Loser,Closed,,,,,,,
PGR_SMA_37_61_0_1992-04-16,PGR,SMA,37,61,0,1992-04-16 00:00:00,1993-03-25 00:00:00,1.3715280294418335,2.7291669845581055,5818.903384205688,Long,7876.10836236099,0.9868834110908528,343.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1993-04-14,PGR,SMA,37,61,0,1993-04-14 00:00:00,1993-05-20 00:00:00,2.9270830154418945,2.4270830154418945,5414.6155509354785,Long,-2736.2985261208496,-0.1726477053656748,36.0,Big Loser,Closed,,,,,,,
PGR_SMA_37_61_0_1993-07-19,PGR,SMA,37,61,0,1993-07-19 00:00:00,1993-12-09 00:00:00,3.0208330154418945,3.4270830154418945,4341.671382061661,Long,1735.8092664573276,0.13234828999994655,143.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1994-05-27,PGR,SMA,37,61,0,1994-05-27 00:00:00,1994-10-03 00:00:00,2.8020830154418945,2.9895830154418945,5299.464492152229,Long,962.9568637974697,0.06484759122686462,129.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1994-11-28,PGR,SMA,37,61,0,1994-11-28 00:00:00,1994-12-19 00:00:00,2.8645830154418945,2.8958330154418945,5519.663500094655,Long,140.69392626692982,0.008898183027586083,21.0,Breakeven,Closed,,,,,,,
PGR_SMA_37_61_0_1995-01-30,PGR,SMA,37,61,0,1995-01-30 00:00:00,1995-05-17 00:00:00,3.2395830154418945,3.2083330154418945,4924.1175824734355,Long,-185.62897115028127,-0.011636656894171751,107.0,Loser,Closed,,,,,,,
PGR_SMA_37_61_0_1995-07-11,PGR,SMA,37,61,0,1995-07-11 00:00:00,1995-11-08 00:00:00,3.3958330154418945,3.5833330154418945,4642.938591768593,Long,838.1471466534647,0.053159514366057904,120.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1995-12-18,PGR,SMA,37,61,0,1995-12-18 00:00:00,1996-03-11 00:00:00,3.8125,3.75,4355.135474206881,Long,-305.13167916161666,-0.018377049180327693,84.0,Loser,Closed,,,,,,,
PGR_SMA_37_61_0_1996-05-28,PGR,SMA,37,61,0,1996-05-28 00:00:00,1997-01-14 00:00:00,3.9166669845581055,5.6145830154418945,4161.478932818527,Long,7026.177696139315,0.43107693034420186,231.0,Big Winner,Closed,,,,,,,
PGR_SMA_37_61_0_1997-03-03,PGR,SMA,37,61,0,1997-03-03 00:00:00,1997-03-13 00:00:00,5.59375,5.7291669845581055,4168.632076997745,Long,517.3025106522194,0.02218441431482429,10.0,Winner,Closed,,,,,,,
