Position_UUID,Ticker,Strategy_Type,Short_Window,Long_Window,Signal_Window,Entry_Timestamp,Exit_Timestamp,Avg_Entry_Price,Avg_Exit_Price,Position_Size,Direction,PnL,Return,Duration_Days,Trade_Type,Status,Max_Favourable_Excursion,Max_Adverse_Excursion,MFE_MAE_Ratio,Exit_Efficiency,Days_Since_Entry,Current_Unrealized_PnL,Current_Excursion_Status
AMZN_SMA_51_69_0_1997-08-21,AMZN,SMA,51,69,0,1997-08-21 00:00:00,1998-01-22 00:00:00,0.10572899878025055,0.2567709982395172,9448.69440291726,Long,1423.7245432033067,1.42514826774651,154.0,Big Winner,Closed,,,,,,,
AMZN_SMA_51_69_0_1998-01-30,AMZN,SMA,51,69,0,1998-01-30 00:00:00,1998-09-29 00:00:00,0.24583299458026886,0.9427080154418945,9849.382683953536,Long,6852.082368110975,2.8299150040433227,242.0,Big Winner,Closed,,,,,,,
AMZN_SMA_51_69_0_1998-11-20,AMZN,SMA,51,69,0,1998-11-20 00:00:00,1999-03-26 00:00:00,1.5052080154418945,3.476562976837158,6156.3187784532865,Long,12105.620197524999,1.3063796965137098,126.0,Big Winner,Closed,,,,,,,
AMZN_SMA_51_69_0_1999-04-16,AMZN,SMA,51,69,0,1999-04-16 00:00:00,1999-06-17 00:00:00,4.75,2.8234379291534424,4496.856219325786,Long,-8697.529291656898,-0.4071864229001496,62.0,Big Loser,Closed,,,,,,,
AMZN_SMA_51_69_0_1999-08-26,AMZN,SMA,51,69,0,1999-08-26 00:00:00,1999-09-20 00:00:00,3.2140629291534424,3.137500047683716,3942.432637412388,Long,-326.88461189904626,-0.02579739298023078,25.0,Loser,Closed,,,,,,,
AMZN_SMA_51_69_0_1999-10-08,AMZN,SMA,51,69,0,1999-10-08 00:00:00,2000-02-15 00:00:00,4.462500095367432,3.690624952316284,2766.312218023641,Long,-2157.801728445616,-0.17479624681881495,130.0,Big Loser,Closed,,,,,,,
AMZN_SMA_51_69_0_2000-04-11,AMZN,SMA,51,69,0,2000-04-11 00:00:00,2000-04-17 00:00:00,3.1687500476837154,2.3531250953674316,3215.470548657279,Long,-2640.3734398188512,-0.25913903435191254,6.0,Big Loser,Closed,,,,,,,
AMZN_SMA_51_69_0_2000-09-22,AMZN,SMA,51,69,0,2000-09-22 00:00:00,2000-11-09 00:00:00,2.0718750953674316,1.5625,3644.663120451976,Long,-1869.7466974383601,-0.24760636951998324,48.0,Big Loser,Closed,,,,,,,
AMZN_SMA_51_69_0_2001-05-15,AMZN,SMA,51,69,0,2001-05-15 00:00:00,2001-07-17 00:00:00,0.6769999861717224,0.8174999952316284,8394.98973077859,Long,1166.9498212356793,0.2053257192286612,63.0,Big Winner,Closed,,,,,,,
AMZN_SMA_51_69_0_2001-12-07,AMZN,SMA,51,69,0,2001-12-07 00:00:00,2002-07-30 00:00:00,0.5855000019073486,0.7384999990463257,11698.0221119302,Long,1774.3091683696591,0.2590537944388001,235.0,Big Winner,Closed,,,,,,,
AMZN_SMA_51_69_0_2002-10-03,AMZN,SMA,51,69,0,2002-10-03 00:00:00,2003-02-14 00:00:00,0.8374999761581421,1.003000020980835,10294.60160719724,Long,1684.8098131943161,0.1954143874442937,134.0,Big Winner,Closed,,,,,,,
AMZN_SMA_51_69_0_2003-03-17,AMZN,SMA,51,69,0,2003-03-17 00:00:00,2003-12-30 00:00:00,1.3274999856948853,2.6414999961853027,7762.602936450468,Long,10169.250569014748,0.9868406965163141,288.0,Big Winner,Closed,,,,,,,
AMZN_SMA_51_69_0_2004-05-20,AMZN,SMA,51,69,0,2004-05-20 00:00:00,2004-08-19 00:00:00,2.0490000247955322,1.93149995803833,9987.284781351997,Long,-1213.2610154327747,-0.059287733172262005,91.0,Big Loser,Closed,,,,,,,
AMZN_SMA_51_69_0_2004-10-22,AMZN,SMA,51,69,0,2004-10-22 00:00:00,2004-11-24 00:00:00,1.7300000190734863,1.9375,11128.264500525533,Long,2268.301761336314,0.117822242000092,33.0,Big Winner,Closed,,,,,,,
AMZN_SMA_51_69_0_2005-01-06,AMZN,SMA,51,69,0,2005-01-06 00:00:00,2005-03-04 00:00:00,2.052500009536743,1.7925000190734863,10483.767806964033,Long,-2766.0896173473666,-0.1285481068287146,57.0,Big Loser,Closed,,,,,,,
AMZN_SMA_51_69_0_2005-06-10,AMZN,SMA,51,69,0,2005-06-10 00:00:00,2005-10-26 00:00:00,1.747499942779541,1.9874999523162842,10732.2505561217,Long,2535.6552811186702,0.13520172668266228,138.0,Big Winner,Closed,,,,,,,
AMZN_SMA_51_69_0_2005-11-18,AMZN,SMA,51,69,0,2005-11-18 00:00:00,2006-02-15 00:00:00,2.3989999294281006,1.9630000591278076,8873.584834474288,Long,-3907.588413875859,-0.18356060160194612,89.0,Big Loser,Closed,,,,,,,
AMZN_SMA_51_69_0_2006-07-31,AMZN,SMA,51,69,0,2006-07-31 00:00:00,2006-08-03 00:00:00,1.344499945640564,1.3344999551773071,12929.747389650534,Long,-163.93614256329738,-0.009430264690738889,3.0,Breakeven,Closed,,,,,,,
AMZN_SMA_51_69_0_2006-10-18,AMZN,SMA,51,69,0,2006-10-18 00:00:00,2007-02-05 00:00:00,1.6154999732971191,1.8580000400543213,10659.407351888052,Long,2547.8815428459634,0.14795826103049373,110.0,Big Winner,Closed,,,,,,,
AMZN_SMA_51_69_0_2007-04-03,AMZN,SMA,51,69,0,2007-04-03 00:00:00,2007-12-11 00:00:00,2.059499979019165,4.537499904632568,9597.285117910485,Long,23718.758519466584,1.2000014328267952,252.0,Big Winner,Closed,,,,,,,
AMZN_SMA_51_69_0_2008-01-31,AMZN,SMA,51,69,0,2008-01-31 00:00:00,2008-02-20 00:00:00,3.884999990463257,3.681999921798706,11186.788175462982,Long,-2355.5691928969923,-0.054200017784737306,20.0,Big Loser,Closed,,,,,,,
