Position_UUID,Ticker,Strategy_Type,Short_Window,Long_Window,Signal_Window,Entry_Timestamp,Exit_Timestamp,Avg_Entry_Price,Avg_Exit_Price,Position_Size,Direction,PnL,Return,Duration_Days,Trade_Type,Status,Max_Favourable_Excursion,Max_Adverse_Excursion,MFE_MAE_Ratio,Exit_Efficiency,Days_Since_Entry,Current_Unrealized_PnL,Current_Excursion_Status
BTC-USD_SMA_8_44_0_2014-11-12,BTC-USD,SMA,8,44,0,2014-11-12 00:00:00,2014-11-26 00:00:00,423.5610046386719,368.3699951171875,2.358576422428734,Long,-132.04004357162736,-0.13217208361519897,14.0,Big Loser,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2014-11-28,BTC-USD,SMA,8,44,0,2014-11-28 00:00:00,2014-12-11 00:00:00,376.4469909667969,350.5060119628906,2.303359793998956,Long,-61.425842373643704,-0.07084113473279974,13.0,Big Loser,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2015-02-19,BTC-USD,SMA,8,44,0,2015-02-19 00:00:00,2015-03-25 00:00:00,240.2830047607422,246.19700622558594,3.3532475027576365,Long,18.199822761310926,0.022588037215789752,34.0,Winner,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2015-05-09,BTC-USD,SMA,8,44,0,2015-05-09 00:00:00,2015-06-01 00:00:00,241.83200073242188,222.92599487304688,3.406952034031578,Long,-65.995263316471,-0.08010008516785781,23.0,Big Loser,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2015-06-17,BTC-USD,SMA,8,44,0,2015-06-17 00:00:00,2015-08-10 00:00:00,249.28399658203125,264.4700012207031,3.040631180499128,Long,44.61290278672517,0.058857571452810974,54.0,Big Winner,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2015-09-28,BTC-USD,SMA,8,44,0,2015-09-28 00:00:00,2016-01-16 00:00:00,239.14199829101562,387.5360107421875,3.355951831942128,Long,495.90005672230046,0.6179062460719188,110.0,Big Winner,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2016-02-18,BTC-USD,SMA,8,44,0,2016-02-18 00:00:00,2016-03-23 00:00:00,422.37298583984375,418.0409851074219,3.073003536787332,Long,-15.894848677183969,-0.012246083146355299,34.0,Loser,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2016-04-06,BTC-USD,SMA,8,44,0,2016-04-06 00:00:00,2016-05-24 00:00:00,423.4129943847656,445.9809875488281,3.0279531488746345,Long,65.70234171969591,0.05124689008106091,48.0,Big Winner,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2016-05-27,BTC-USD,SMA,8,44,0,2016-05-27 00:00:00,2016-07-22 00:00:00,473.46398925781256,650.6190185546875,2.846491909023748,Long,501.07066434961047,0.37179373781943414,56.0,Big Winner,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2016-09-07,BTC-USD,SMA,8,44,0,2016-09-07 00:00:00,2017-01-14 00:00:00,614.5440063476562,818.4119873046875,3.007565755748704,Long,608.8366488439927,0.3294068819684471,129.0,Big Winner,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2017-01-22,BTC-USD,SMA,8,44,0,2017-01-22 00:00:00,2017-03-21 00:00:00,924.6729736328124,1120.5400390625,2.6566256388616742,Long,514.9121025026456,0.20961124413046708,58.0,Big Winner,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2017-04-08,BTC-USD,SMA,8,44,0,2017-04-08 00:00:00,2017-07-03 00:00:00,1175.949951171875,2564.06005859375,2.526389521214427,Long,3497.4581075845495,1.1772355583947571,86.0,Big Winner,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2017-07-24,BTC-USD,SMA,8,44,0,2017-07-24 00:00:00,2017-09-15 00:00:00,2754.860107421875,3637.52001953125,2.346715087324153,Long,2056.350237835449,0.3180805913235549,53.0,Big Winner,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2017-10-02,BTC-USD,SMA,8,44,0,2017-10-02 00:00:00,2018-01-13 00:00:00,4409.31982421875,14360.2001953125,1.9320820577938789,Long,19189.65317138039,2.2525267494820485,103.0,Big Winner,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2018-02-22,BTC-USD,SMA,8,44,0,2018-02-22 00:00:00,2018-03-13 00:00:00,10005.0,9194.849609375,2.767581250188866,Long,-2295.2941747122877,-0.08289357723482008,19.0,Big Loser,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2018-04-19,BTC-USD,SMA,8,44,0,2018-04-19 00:00:00,2018-05-18 00:00:00,8294.3095703125,8250.9697265625,3.061936502286109,Long,-183.36444420111965,-0.0072200250713114,29.0,Breakeven,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2018-07-19,BTC-USD,SMA,8,44,0,2018-07-19 00:00:00,2018-08-09 00:00:00,7466.85986328125,6568.22998046875,3.376716375199631,Long,-3081.8107582394796,-0.12222875336717327,21.0,Big Loser,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2018-09-03,BTC-USD,SMA,8,44,0,2018-09-03 00:00:00,2018-09-08 00:00:00,7260.06005859375,6225.97998046875,3.0488364788729903,Long,-3193.857795089964,-0.1442916600840037,5.0,Big Loser,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2018-10-22,BTC-USD,SMA,8,44,0,2018-10-22 00:00:00,2018-10-23 00:00:00,6487.16015625,6475.740234375,2.9202406540303927,Long,-71.2037088400727,-0.003758628071195774,1.0,Breakeven,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2019-01-03,BTC-USD,SMA,8,44,0,2019-01-03 00:00:00,2019-01-16 00:00:00,3836.7412109375005,3655.0068359375,4.919001622372135,Long,-930.8036062627697,-0.049319490850058774,13.0,Loser,Closed,,,,,,,
BTC-USD_SMA_8_44_0_2019-02-15,BTC-USD,SMA,8,44,0,2019-02-15 00:00:00,2019-07-21 00:00:00,3620.810791015625,10599.10546875,4.9555371833335675,Long,34510.73142800228,1.923346776018973,156.0,Big Winner,Closed,,,,,,,
