Position_UUID,Ticker,Strategy_Type,Short_Window,Long_Window,Signal_Window,Entry_Timestamp,Exit_Timestamp,Avg_Entry_Price,Avg_Exit_Price,Position_Size,Direction,PnL,Return,Duration_Days,Trade_Type,Status,Max_Favourable_Excursion,Max_Adverse_Excursion,MFE_MAE_Ratio,Exit_Efficiency,Days_Since_Entry,Current_Unrealized_PnL,Current_Excursion_Status
ILMN_EMA_21_32_0_2000-08-04,ILMN,EMA,21,32,0,2000-08-04 00:00:00,2000-09-15 00:00:00,19.911235809326172,18.36089515686035,50.17272702546567,Long,-79.70503553229923,-0.07978474056783152,42.0,Big Loser,Closed,0.17862595507596274,0.1419847187845991,1.2580646467099816,-0.44665816081376386,,,
ILMN_EMA_21_32_0_2000-10-02,ILMN,EMA,21,32,0,2000-10-02 00:00:00,2000-10-04 00:00:00,22.25194549560547,17.570524215698242,41.316638541128434,Long,-195.0659214675506,-0.21217217840799246,2.0,Big Loser,Closed,0.06557371287938348,0.22950820936794022,0.28571401894499465,-3.2356285635108497,,,
ILMN_EMA_21_32_0_2001-05-22,ILMN,EMA,21,32,0,2001-05-22 00:00:00,2001-08-27 00:00:00,5.0826849937438965,5.471789836883545,142.54366331052515,Long,53.959956246316445,0.07447842405637299,97.0,Big Winner,Closed,0.34832537976949973,0.18660292557680186,1.8666662309436102,0.2138185397390745,,,
ILMN_EMA_21_32_0_2001-10-25,ILMN,EMA,21,32,0,2001-10-25 00:00:00,2002-01-25 00:00:00,4.8784050941467285,4.4941630363464355,159.56251554258412,Long,-62.80613986786944,-0.08068510472880934,92.0,Big Loser,Closed,0.2612162521307074,0.18245267676673396,1.4316931752372855,-0.3088824070886528,,,
ILMN_EMA_21_32_0_2002-03-21,ILMN,EMA,21,32,0,2002-03-21 00:00:00,2002-04-03 00:00:00,4.319066047668457,3.6819069385528564,165.69952491760262,Long,-106.90271910007331,-0.14937490535716522,13.0,Big Loser,Closed,0.06531531382338504,0.21058557887189935,0.31016043061104764,-2.2869813618454065,,,
ILMN_EMA_21_32_0_2002-04-19,ILMN,EMA,21,32,0,2002-04-19 00:00:00,2002-05-07 00:00:00,4.2947468757629395,3.2490270137786865,141.77116524506502,Long,-149.32241296808166,-0.2452446363760815,18.0,Big Loser,Closed,0.022650045182844795,0.26840319640731153,0.08438813503723158,-10.827556165840695,,,
ILMN_EMA_21_32_0_2002-10-22,ILMN,EMA,21,32,0,2002-10-22 00:00:00,2002-12-13 00:00:00,1.896886944770813,1.6877429485321045,242.34339877156097,Long,-51.55337827283631,-0.11214618072966584,52.0,Big Loser,Closed,0.5230771077436547,0.12820532318483624,4.0799952353735245,-0.21439703452789127,,,
ILMN_EMA_21_32_0_2003-05-29,ILMN,EMA,21,32,0,2003-05-29 00:00:00,2003-08-08 00:00:00,1.5564199686050415,1.410506010055542,262.2660728585817,Long,-39.04640490891246,-0.0956559845872422,71.0,Big Loser,Closed,0.3281254870771328,0.25312508688402924,1.296297775603196,-0.2915225679032859,,,
ILMN_EMA_21_32_0_2003-08-25,ILMN,EMA,21,32,0,2003-08-25 00:00:00,2004-02-13 00:00:00,1.678015947341919,3.589493989944458,220.01504571999928,Long,419.3949974962898,1.1359907131304732,172.0,Big Winner,Closed,1.968115441235707,0.06376812294325081,30.86362512171156,0.5771971955147238,,,
ILMN_EMA_21_32_0_2004-04-26,ILMN,EMA,21,32,0,2004-04-26 00:00:00,2004-05-13 00:00:00,4.100194931030273,3.239300012588501,192.22617219569358,Long,-166.8973778536471,-0.2117544233847501,17.0,Big Loser,Closed,0.05338066124168075,0.2799525557954359,0.1906775278046989,-3.9668752401929366,,,
ILMN_EMA_21_32_0_2004-09-02,ILMN,EMA,21,32,0,2004-09-02 00:00:00,2005-03-01 00:00:00,3.0982489585876465,4.007781982421875,200.57591818734238,Long,181.00512269659973,0.291270006043864,180.0,Big Winner,Closed,0.7817897317106166,0.12401871858695168,6.303804301626373,0.37256821652868555,,,
ILMN_EMA_21_32_0_2005-04-20,ILMN,EMA,21,32,0,2005-04-20 00:00:00,2005-08-05 00:00:00,4.3482489585876465,5.530156135559082,184.50149374622686,Long,216.24105912491558,0.2695404019042128,107.0,Big Winner,Closed,0.6588367352824711,0.05257267320244165,12.531923814212144,0.40911562374956134,,,
ILMN_EMA_21_32_0_2005-08-25,ILMN,EMA,21,32,0,2005-08-25 00:00:00,2005-12-20 00:00:00,5.9727630615234375,7.1060309410095215,170.48783814822772,Long,190.9786155013311,0.18754956021942587,117.0,Big Winner,Closed,0.3680781223255184,0.03664502811478907,10.044421883714444,0.5095373749314067,,,
