Position Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Duration,Duration_Days,Position_Type
0,0,0.041064439178306725,1970-01-01 00:00:00.000000049,24327.642578125,0.9990009990009412,1970-01-01 00:00:00.000000068,20187.244140625,0.8289778591903242,-171.8511186688662,-0.17202296978753506,Long,Closed,0 days 00:00:00.000000019,0.0,Big Loser
1,0,0.02950644196701359,1970-01-01 00:00:00.000000077,28038.67578125,0.8273215597712351,1970-01-01 00:00:00.000000127,27694.2734375,0.8171594720021996,-11.80656880093633,-0.014270834189549195,Long,Closed,0 days 00:00:00.000000050,0.0,Loser
