Order Id,Column,Timestamp,Size,Price,Fees,Side
0,0,49,0.041064439178306725,24327.642578125,0.9990009990009412,Buy
1,0,68,0.041064439178306725,20187.244140625,0.8289778591903242,Sell
2,0,77,0.02950644196701359,28038.67578125,0.8273215597712351,Buy
3,0,127,0.02950644196701359,27694.2734375,0.8171594720021996,Sell
