Position_UUID,Ticker,Strategy_Type,Short_Window,Long_Window,Signal_Window,Entry_Timestamp,Exit_Timestamp,Avg_Entry_Price,Avg_Exit_Price,Position_Size,Direction,PnL,Return,Duration_Days,Trade_Type,Status,Max_Favourable_Excursion,Max_Adverse_Excursion,MFE_MAE_Ratio,Exit_Efficiency,Days_Since_Entry,Current_Unrealized_PnL,Current_Excursion_Status
WELL_SMA_64_76_0_1980-07-07,WELL,SMA,64,76,0,1980-07-07 00:00:00,1980-10-03 00:00:00,8.5,7.6666669845581055,117.52952929423519,Long,-99.8412978111831,-0.09994113910899427,88.0,Big Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1981-01-06,WELL,SMA,64,76,0,1981-01-06 00:00:00,1981-01-14 00:00:00,7.6666669845581055,7.5,117.2947050598811,Long,-21.328124527657764,-0.023717431826490488,8.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1981-03-16,WELL,SMA,64,76,0,1981-03-16 00:00:00,1981-04-08 00:00:00,7.5,8.166666984558105,117.0603500048164,Long,76.20632502840613,0.0868000423431397,23.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1981-04-13,WELL,SMA,64,76,0,1981-04-13 00:00:00,1981-07-10 00:00:00,8.0,8.166666984558105,119.26035248371196,Long,17.94872092273198,0.01881253969669356,88.0,Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1981-08-19,WELL,SMA,64,76,0,1981-08-19 00:00:00,1981-09-23 00:00:00,7.6666669845581055,7.1666669845581055,126.7843786563426,Long,-65.27282435884756,-0.06715217121156712,35.0,Big Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1981-12-29,WELL,SMA,64,76,0,1981-12-29 00:00:00,1982-03-10 00:00:00,7.6666669845581055,7.5,118.27903769482124,Long,-21.507109325001547,-0.023717431826490495,71.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1982-03-18,WELL,SMA,64,76,0,1982-03-18 00:00:00,1982-03-31 00:00:00,7.5,7.3333330154418945,118.04271594118524,Long,-21.42479043056908,-0.024200042343139553,13.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1982-05-18,WELL,SMA,64,76,0,1982-05-18 00:00:00,1982-06-08 00:00:00,7.6666669845581055,7.3333330154418945,112.6848191339771,Long,-39.25195030808059,-0.04543486365298131,21.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1982-06-22,WELL,SMA,64,76,0,1982-06-22 00:00:00,1982-07-16 00:00:00,7.25,7.5,113.75230964756602,Long,26.7602308445899,0.03244827586206896,24.0,Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1982-07-23,WELL,SMA,64,76,0,1982-07-23 00:00:00,1982-07-29 00:00:00,7.5,7.5,113.52503230561287,Long,-1.7028754845840743,-0.001999999999999861,6.0,Breakeven,Closed,,,,,,,
WELL_SMA_64_76_0_1982-07-30,WELL,SMA,64,76,0,1982-07-30 00:00:00,1982-08-10 00:00:00,7.5,7.1666669845581055,113.29820906424303,Long,-39.427740773842295,-0.04639995765686022,11.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1982-09-10,WELL,SMA,64,76,0,1982-09-10 00:00:00,1983-08-18 00:00:00,8.0,10.666666984558105,101.29352694505022,Long,268.2252915186377,0.33100003969669345,342.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1983-10-18,WELL,SMA,64,76,0,1983-10-18 00:00:00,1984-01-05 00:00:00,10.916666984558105,10.5,98.77607801631622,Long,-43.272184942450636,-0.04012979897273974,79.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1984-03-20,WELL,SMA,64,76,0,1984-03-20 00:00:00,1984-04-09 00:00:00,10.416666984558105,10.0,99.36734996835465,Long,-43.4318441682862,-0.041960029267577206,20.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1984-07-16,WELL,SMA,64,76,0,1984-07-16 00:00:00,1985-10-31 00:00:00,10.25,16.25,96.75006224837242,Long,577.9364968406527,0.5827804878048781,472.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1986-02-28,WELL,SMA,64,76,0,1986-02-28 00:00:00,1986-07-07 00:00:00,15.375,16.375,102.05185533325314,Long,98.81170892642258,0.0629756097560977,129.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1986-08-19,WELL,SMA,64,76,0,1986-08-19 00:00:00,1986-10-29 00:00:00,17.75,17.0,93.95832516502868,Long,-73.73379567325603,-0.04421126760563366,71.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1987-02-26,WELL,SMA,64,76,0,1987-02-26 00:00:00,1987-06-26 00:00:00,16.875,17.5,94.46519325283205,Long,55.793504764954214,0.03500000000000018,120.0,Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1987-08-21,WELL,SMA,64,76,0,1987-08-21 00:00:00,1987-09-30 00:00:00,16.375,16.75,100.75345973370975,Long,34.44508904646236,0.020877862595420054,40.0,Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1988-01-29,WELL,SMA,64,76,0,1988-01-29 00:00:00,1988-06-22 00:00:00,16.375,16.25,102.85487520657045,Long,-16.21249970443541,-0.00962595419847313,145.0,Breakeven,Closed,,,,,,,
WELL_SMA_64_76_0_1989-02-14,WELL,SMA,64,76,0,1989-02-14 00:00:00,1989-10-16 00:00:00,11.75,14.375,141.96189600906865,Long,368.94122249056835,0.22118085106382981,244.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1989-11-21,WELL,SMA,64,76,0,1989-11-21 00:00:00,1989-11-22 00:00:00,13.75,14.0,148.11817657798431,Long,32.919264744457344,0.016163636363636526,1.0,Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1990-01-23,WELL,SMA,64,76,0,1990-01-23 00:00:00,1990-03-30 00:00:00,15.0,14.0,137.96742042089173,Long,-141.96847561309704,-0.06859999999999974,66.0,Big Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1990-08-31,WELL,SMA,64,76,0,1990-08-31 00:00:00,1990-09-10 00:00:00,12.0,12.125,160.64038811243688,Long,16.20459915084221,0.008406250000000072,10.0,Breakeven,Closed,,,,,,,
WELL_SMA_64_76_0_1990-11-26,WELL,SMA,64,76,0,1990-11-26 00:00:00,1991-07-22 00:00:00,12.25,16.75,158.6835157623955,Long,709.4739989736705,0.3649795918367348,238.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1991-08-21,WELL,SMA,64,76,0,1991-08-21 00:00:00,1991-10-30 00:00:00,16.75,16.75,158.36646578085225,Long,-5.305276603658305,-0.0019999999999999072,70.0,Breakeven,Closed,,,,,,,
WELL_SMA_64_76_0_1991-10-31,WELL,SMA,64,76,0,1991-10-31 00:00:00,1991-12-09 00:00:00,16.625,17.5,159.23839550088687,Long,133.89958581680884,0.05057894736842128,39.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1991-12-20,WELL,SMA,64,76,0,1991-12-20 00:00:00,1992-04-22 00:00:00,17.75,19.125,156.68192367318625,Long,209.6599991151827,0.0753873239436621,124.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1992-07-20,WELL,SMA,64,76,0,1992-07-20 00:00:00,1992-10-09 00:00:00,20.875,19.125,143.26010509057113,Long,-256.4355881121217,-0.08574850299401177,81.0,Big Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1992-11-30,WELL,SMA,64,76,0,1992-11-30 00:00:00,1993-06-29 00:00:00,21.25,23.5,128.67648400292958,Long,283.76381634746076,0.1037764705882354,211.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1993-07-09,WELL,SMA,64,76,0,1993-07-09 00:00:00,1993-07-30 00:00:00,23.75,23.625,127.06760509784012,Long,-21.903278428739995,-0.0072578947368420405,21.0,Breakeven,Closed,,,,,,,
WELL_SMA_64_76_0_1993-09-09,WELL,SMA,64,76,0,1993-09-09 00:00:00,1993-12-20 00:00:00,24.625,22.5,121.66392787987796,Long,-264.26925934607937,-0.08820812182741099,102.0,Big Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1994-03-04,WELL,SMA,64,76,0,1994-03-04 00:00:00,1994-05-04 00:00:00,25.0,24.625,109.2787587980003,Long,-46.402492954600355,-0.01698499999999981,61.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1994-05-18,WELL,SMA,64,76,0,1994-05-18 00:00:00,1994-06-09 00:00:00,24.0,24.75,111.9005347138427,Long,78.4702499680825,0.029218750000000113,22.0,Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1994-08-18,WELL,SMA,64,76,0,1994-08-18 00:00:00,1994-08-30 00:00:00,23.0,22.75,120.17411701053031,Long,-35.54149510586422,-0.01285869565217387,12.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1995-03-06,WELL,SMA,64,76,0,1995-03-06 00:00:00,1995-05-18 00:00:00,22.375,21.5,121.9440760726458,Long,-112.05136290125203,-0.04106703910614511,73.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1995-12-18,WELL,SMA,64,76,0,1995-12-18 00:00:00,1996-01-19 00:00:00,17.875,21.0,146.38093866560422,Long,451.749874339388,0.1726503496503497,32.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1996-01-22,WELL,SMA,64,76,0,1996-01-22 00:00:00,1996-01-30 00:00:00,21.125,21.875,145.22404044550532,Long,102.67339659497249,0.03346745562130185,8.0,Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1996-02-02,WELL,SMA,64,76,0,1996-02-02 00:00:00,1996-06-07 00:00:00,21.125,21.0,150.07946415055636,Long,-25.082030446161287,-0.007911242603550155,126.0,Breakeven,Closed,,,,,,,
WELL_SMA_64_76_0_1996-06-25,WELL,SMA,64,76,0,1996-06-25 00:00:00,1996-06-26 00:00:00,21.25,21.125,148.01749208036776,Long,-24.77442773695139,-0.007876470588235242,1.0,Breakeven,Closed,,,,,,,
WELL_SMA_64_76_0_1996-09-06,WELL,SMA,64,76,0,1996-09-06 00:00:00,1997-02-25 00:00:00,22.25,24.875,140.2526754448954,Long,361.5538657125097,0.11585955056179774,172.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1997-03-18,WELL,SMA,64,76,0,1997-03-18 00:00:00,1997-04-17 00:00:00,24.125,23.0,144.32392545858625,Long,-169.16568112814485,-0.048585492227979116,30.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1997-07-08,WELL,SMA,64,76,0,1997-07-08 00:00:00,1997-12-29 00:00:00,24.875,28.625,133.17861375858058,Long,492.2947457585935,0.148603015075377,174.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_1998-01-29,WELL,SMA,64,76,0,1998-01-29 00:00:00,1998-04-03 00:00:00,29.0,27.9375,131.1938262089817,Long,-146.86328882681664,-0.038601293103448196,64.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1998-06-04,WELL,SMA,64,76,0,1998-06-04 00:00:00,1998-06-17 00:00:00,26.5625,26.375,137.70934165857534,Long,-33.11048983503328,-0.009051764705882235,13.0,Breakeven,Closed,,,,,,,
WELL_SMA_64_76_0_1999-01-20,WELL,SMA,64,76,0,1999-01-20 00:00:00,1999-04-05 00:00:00,25.4375,21.375,142.4993405556087,Long,-585.5743213869192,-0.16154545454545438,75.0,Big Loser,Closed,,,,,,,
WELL_SMA_64_76_0_1999-06-16,WELL,SMA,64,76,0,1999-06-16 00:00:00,1999-07-27 00:00:00,22.9375,22.5625,132.52698172549023,Long,-55.72759581556815,-0.01833242506811973,41.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_2000-03-14,WELL,SMA,64,76,0,2000-03-14 00:00:00,2000-04-11 00:00:00,15.0,14.8125,198.9443812957837,Long,-43.23310086033971,-0.014487499999999905,28.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_2000-05-17,WELL,SMA,64,76,0,2000-05-17 00:00:00,2000-11-01 00:00:00,16.1875,17.5,181.6819032270187,Long,232.33708887050201,0.07900000000000006,168.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_2001-02-13,WELL,SMA,64,76,0,2001-02-13 00:00:00,2001-11-27 00:00:00,18.899999618530273,24.93000030517578,167.8878760009589,Long,1005.005481972925,0.3167286141557768,287.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_2001-12-13,WELL,SMA,64,76,0,2001-12-13 00:00:00,2002-01-11 00:00:00,24.5,26.010000228881836,170.4931539945475,Long,248.8330923072661,0.059571029740937066,29.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_2002-01-30,WELL,SMA,64,76,0,2002-01-30 00:00:00,2002-07-11 00:00:00,27.399999618530273,27.860000610351562,161.52068767449387,Long,65.37404329206242,0.014771569241872822,162.0,Winner,Closed,,,,,,,
WELL_SMA_64_76_0_2002-08-01,WELL,SMA,64,76,0,2002-08-01 00:00:00,2002-09-19 00:00:00,29.100000381469727,26.959999084472656,154.3290534828702,Long,-338.91606127350144,-0.07546602294415838,49.0,Big Loser,Closed,,,,,,,
WELL_SMA_64_76_0_2002-12-30,WELL,SMA,64,76,0,2002-12-30 00:00:00,2003-01-29 00:00:00,26.219999313354492,25.350000381469727,158.36758734462492,Long,-145.94664826602295,-0.03514755742614415,30.0,Loser,Closed,,,,,,,
WELL_SMA_64_76_0_2003-04-30,WELL,SMA,64,76,0,2003-04-30 00:00:00,2003-10-09 00:00:00,28.469999313354492,32.540000915527344,140.73049809086876,Long,564.1873849836858,0.14081460128674714,162.0,Big Winner,Closed,,,,,,,
WELL_SMA_64_76_0_2003-11-04,WELL,SMA,64,76,0,2003-11-04 00:00:00,2004-04-29 00:00:00,34.720001220703125,31.75,131.630782965306,Long,-399.69308439345303,-0.08745596529856159,177.0,Big Loser,Closed,,,,,,,
WELL_SMA_64_76_0_2004-08-11,WELL,SMA,64,76,0,2004-08-11 00:00:00,2004-10-19 00:00:00,31.69000053405762,36.20000076293945,131.61650629043498,Long,584.6550287117254,0.14017387670318432,69.0,Big Winner,Closed,,,,,,,
