Entry Timestamp,Exit Timestamp,Avg Entry Price,Avg Exit Price,Size,PnL,Return,Direction,Status,Duration,Duration_Days,Entry_Month,Entry_Year,Entry_Quarter,Trade_Type,Cumulative_PnL,Trade_Number,Rolling_Avg_Return,Rolling_Win_Rate
1970-01-01 00:00:00.000000049,1970-01-01 00:00:00.000000068,24327.642578125,20187.244140625,0.041064439178306725,-171.8511186688662,-0.17202296978753506,Long,Closed,0 days 00:00:00.000000019,0.0,1970-01,1970,1,Big Loser,-171.8511186688662,1,-0.17202296978753506,0.0
1970-01-01 00:00:00.000000077,1970-01-01 00:00:00.000000127,28038.67578125,27694.2734375,0.02950644196701359,-11.80656880093633,-0.014270834189549195,Long,Closed,0 days 00:00:00.000000050,0.0,1970-01,1970,1,Loser,-183.65768746980254,2,-0.09314690198854213,0.0
