Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
SEI-USD,MACD,3,34,3,false,false,0,64,1.3370647478005184,57.8125,1.3206905525766715,1.0414903185838669,1.400619594101612,61.450015012201575,1 days 00:00:00,0.10457516339869281,3.1372549019607847,6.274509803921569,3.267420607321936,0,612,613 days 00:00:00,1000.0,1615.9829940976676,61.59829940976677,0.9863616429512723,100.0,168.72072374798162,28.71837943101616,176 days 00:00:00,64,0.0,26.596895536733538,-19.623093065533023,5.527376803629012,-5.105835605366887,1 days 00:00:00,1 days 00:00:00,9.624734282776064,0.8294841571391289,1.1518457350671867,1.4709376479246397,2.4898349581854866,45.941155908970735,3.617711512463304,0.0642361111111111,-0.0009990009990010057,None,None,0.0010874677650205703,0.2740418767851837,0.6159829940976664,0.2181110998741198,0.3976078951298755,64,64,612,14
