Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
AMD,MACD,7,16,2,false,false,0,1107,0.8981814143745186,50.67750677506775,1.094123900431734,0.254489170011883,0.5832763031586097,-0.8040939517929645,0 days 23:59:59.999999999,0.06721943109119168,2.0445910290237466,4.089182058047493,0.520326273989995,0,11370,11371 days 00:00:00,1000.0,6822.951203654759,582.2951203654759,2972.3182397620553,100.0,9236.874124103872,43.00951933397294,2627 days 00:00:00,1107,0.0,22.60326086956522,-32.569828834103795,3.0340017254020695,-2.6013836204164953,1 days 00:00:00,1 days 00:00:00,5.260118521819976,0.37744664923459376,0.1478259181969354,1.1908394294961455,0.6344539097044594,101.10247267757251,3.4427607408104057,0.0526754304758378,-0.0009990009990009908,None,None,0.0002478498818166782,0.0624581702178029,5.822951203654724,0.04347534592267377,0.19914978618890739,1107,1107,16468.45238095238,14
