Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
SOL-USD,MACD,17,23,14,false,false,0,44,1.303959010836581,59.09090909090909,2.8045983270322514,2.2420044213278594,2.224350736581519,-0.9894840244670279,0 days 23:59:59.999999999,0.024017467248908297,0.7205240174672489,1.4410480349344978,1.6154180328344838,0,1832,1833 days 00:00:00,1000.0,2426.3720263408513,142.63720263408513,13563.858358823254,100.0,143.11249435122625,12.125078165595573,334 days 00:00:00,44,0.0,24.761533424825107,-12.049240447004925,6.020013091115172,-3.2151192128093697,1 days 00:00:00,1 days 00:00:00,32.41754605320118,0.9534887927264146,1.5920823903456192,2.6314909976611087,10.131076399335342,218.9926079264438,6.275093917499566,0.014388489208633094,0.0,None,None,0.0005382028922139738,0.1356271288379214,1.426372026340852,0.1295976120365263,0.17118950539145308,44,44,1832,14
