Ticker,Allocation [%],Strategy Type,Short Window,Long Window,Signal Window,Stop Loss [%],Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
MSFT,,SMA,67,88,0,,false,false,0,61,1.9018685945380416,68.85245901639344,4.027495472124832,14.114965654727063,1.2456497541538902,-0.9228070106459373,106 days 22:01:58.032786885,0.004264385226118944,0.12970838396111786,0.2594167679222357,1.8308293847413293,0,9876,9877 days 00:00:00,1000.0,358359.7991850633,35735.97991850633,462943.3348486525,100.0,8368.734354855345,61.55339180156807,4386 days 00:00:00,61,0.0,181.61535191256175,-28.473543147355425,25.481889585896177,-11.01191882469939,132 days 12:34:17.142857142,50 days 07:34:44.210526316,5858.357363689562,0.8512175178486701,0.39441920690975024,1.1735826332292283,-0.5016310354995561,22.772222821543966,1.1106426788107906,0.5060994205550473,-0.024293703244470447,None,None,0.0007316381115769517,0.18437280411739185,357.359799185062,0.16190452328075544,0.26067685338978464,6522,6522,14304.52380952381
SHOP,,SMA,82,83,0,,false,false,0,73,1.84951865612921,63.013698630136986,2.8959995533745455,7.5223015180036015,2.0899387894521895,-0.1707113400379115,22 days 22:01:38.630136985,0.020015885623510723,0.6088165210484512,1.2176330420969024,4.579701440468436,0,2518,2519 days 00:00:00,1000.0,49689.000330089424,4868.900033008942,5871.176428761883,100.0,2048.098094083977,43.240815084216436,428 days 00:00:00,73,0.0,151.9696062747446,-25.232513127287014,16.04388572113895,-6.995953050301064,28 days 13:02:36.521739130,13 days 08:00:00,666.9726072614988,1.328190691196742,1.7601614057760109,1.2727913236672375,0.7796093167427286,9.911716132305804,1.1583517528989102,0.5675171126322339,-0.04150368530386634,None,None,0.0019339128553790444,0.4873460395555192,48.689000330089485,0.47806442615785705,0.441594007007271,1673,1673,3647.1031746031745
AMZN,,SMA,53,65,0,,false,false,0,76,1.7625274754688984,60.526315789473685,2.3295111514016527,15.283213062795777,1.6245655233688707,-0.2565744684430737,58 days 17:41:03.157894736,0.007442728067618771,0.22638297872340424,0.4527659574468085,3.45985929762015,0,7050,7051 days 00:00:00,1000.0,1526254.1517068841,152525.41517068841,205165.69406926414,100.0,70037.84798646012,70.85863663404723,902 days 00:00:00,76,0.0,227.02734995034209,-33.95705890085733,31.55753641803386,-9.67074941523595,76 days 04:10:26.086956522,32 days 00:00:00,20069.133575090586,0.9969592244781803,0.6513151588477932,1.2345647083808482,1.4350150119477472,17.524845712020824,1.2054017625135882,0.47974816369359913,-0.03250336720132738,None,None,0.0013855046950165353,0.3491471831441669,1525.254151706879,0.29951586757442716,0.4214803270197763,4464,4464,10211.309523809523
NOW,,SMA,52,53,0,,false,false,1,110,1.584894134822777,61.46788990825688,2.8320406684650012,2.730438830210176,1.3706442707679187,-0.7388385813470337,20 days 03:18:09.908256879,0.02320530204148873,0.7123034227567068,1.418131359851989,1.944900924386527,0,3243,3244 days 00:00:00,1000.0,11401.549504508721,1040.154950450872,3982.8047948883273,100.0,728.8030022686235,32.128762473713195,992 days 00:00:00,109,-209.91864789492502,55.33971823586343,-17.39380428660579,7.286608611555123,-4.537736773363905,25 days 18:37:36.716417910,11 days 03:25:42.857142857,97.35291882939126,0.9201892878698846,0.9804202540385967,1.1810150711081342,0.3862176417766172,8.837269045294203,1.0932035913014264,0.5847581827063996,-0.029778917490051123,None,None,0.0009402711756729915,0.23694833626959386,10.40154950450874,0.20811126796382862,0.30990076781151543,2199,2198,4697.202380952381
ASML,,EMA,15,26,0,,false,false,1,97,1.491188022268276,44.79166666666667,2.159674182648175,10.053813316237909,1.3797991732388635,-0.19394923050938537,47 days 04:45:00,0.00872212818197059,0.26806158705092775,0.5333596525858666,2.695041153464485,0,7599,7600 days 00:00:00,1000.0,280098.71735973825,27909.871735973826,34625.45138888897,100.0,14523.857152040835,48.32272864622437,1740 days 00:00:00,96,12006.967687478289,358.98734841373454,-15.155089516704523,30.566658660053953,-6.588683849499642,81 days 21:46:02.790697675,19 days 00:54:20.377358490,2782.205725752707,0.8829951560336676,0.6431687544694551,1.1865286401679656,0.8351367140098327,9.863230133695208,1.179312566769899,0.4345035862589657,-0.0305835706548946,None,None,0.0009515577458451605,0.23979255195298044,279.0987173597398,0.2054457899326534,0.3268312164292729,4544,4543,11006.488095238095
NET,,SMA,39,40,0,,false,false,1,57,1.4699398145811986,58.92857142857143,1.8017332398995558,4.971429697364438,1.7985958493366945,-0.17180624394427071,15 days 11:34:17.142857141,0.027018178685276124,0.8364779874213837,1.658280922431866,4.158491507858304,0,1431,1432 days 00:00:00,1000.0,7443.3471132034265,644.3347113203426,777.9999627007394,100.0,431.1546624772336,69.97057867655194,806 days 00:00:00,56,64.21648662488315,64.50075992572701,-40.60050441711906,13.624820892042555,-7.444305494999817,20 days 09:27:16.363636363,8 days 10:26:05.217391304,113.91304690318836,1.1549674531854144,0.9547279160313566,1.2414524713777795,0.6199533578505538,8.276025364754602,1.2936374203958703,0.4612244897959183,-0.045541740060899796,None,None,0.001882543427765772,0.47440094379697456,6.443347113203412,0.42367787252692146,0.49433568250225224,870,869,2072.6785714285716
DDOG,,SMA,18,20,0,,false,false,1,61,1.4549800060258125,61.66666666666667,1.296233635073461,4.05577518627109,1.5832802422635133,0.6334853226165593,12 days 18:23:59.999999999,0.02902919238559676,0.897687456201822,1.7806587245970569,3.6408185098901655,0,1427,1428 days 00:00:00,1000.0,4345.708614268006,334.57086142680066,204.8202434355984,100.0,516.5970201574918,53.63018608934863,887 days 00:00:00,60,305.01511452418754,157.1660141190001,-18.377682221483838,12.333808918692704,-9.261061687624549,14 days 04:32:25.945945946,10 days 11:28:41.739130434,50.678224995730346,1.00856268262482,0.8498195231817619,1.2228613772162062,0.943070391903409,11.632274337027102,1.2642141774119222,0.40828402366863914,-0.03943463482423875,None,None,0.0013535547294898796,0.34109579183144967,3.345708614268008,0.29598188153693794,0.4070236348080144,783,782,2066.8849206349205
PLTR,,SMA,12,13,0,,false,false,1,81,1.405139617008351,51.24999999999999,1.9806435602805097,4.723320944603355,2.6166373844853297,-0.08632355965834294,8 days 03:53:59.999999998,0.047328943198225164,1.4575835475578407,2.8971722365038564,6.884634898689209,0,1167,1168 days 00:00:00,1000.0,11945.843520487335,1094.5843520487335,1197.9999743009992,100.0,617.3200632550596,45.491352071039906,587 days 00:00:00,80,86.9666960243103,153.04195136136792,-19.72567819994549,15.086843158671407,-6.171663947109211,10 days 14:02:55.609756097,5 days 14:46:09.230769230,135.73596030578773,1.463063672852641,2.5737907324218092,1.3549117235965638,2.017268602389089,14.537774980595174,1.5713769102066657,0.40722891566265057,-0.04679561956072825,None,None,0.0027384027666800337,0.6900774972033685,10.945843520487333,0.7077064484459981,0.5676502067904636,655,654,1690.297619047619
AMZN,,EMA,26,33,0,,false,false,1,65,1.345751760566238,46.875,2.7251974296346466,20.104052795461055,1.4862933191844834,-0.7238092196115065,70 days 19:52:29.999999999,0.006267560477994754,0.19361702127659575,0.3842553191489362,3.892486817844587,0,7050,7051 days 00:00:00,1000.0,567648.7315393699,56664.87315393699,205165.69406926414,100.0,21014.061793358112,72.02119983591778,1100 days 00:00:00,64,-12384.854776006541,523.7108726929005,-25.206653585876733,52.4815856915976,-8.464358583482955,122 days 12:48:00,25 days 04:56:28.235294117,9047.399786177755,0.9035166229879535,0.5395177164327093,1.210991834347314,1.7148067880447342,22.962017089828176,1.1942161898888248,0.4872389791183295,-0.03183538200382402,None,None,0.0012303646860390618,0.3100519008818436,566.6487315393708,0.25438178004813317,0.41299463781694334,4540,4539,10211.309523809523
SHOP,,EMA,5,17,0,,false,false,1,78,1.0209856982011867,44.15584415584416,1.3406045272661586,4.225333098534315,1.3032447040348396,-0.874246863232387,19 days 17:08:34.285714285,0.021112646479593503,0.6505162827640986,1.2926926131850676,2.748647980698653,0,2518,2519 days 00:00:00,1000.0,8383.18852432879,738.318852432879,5871.176428761883,100.0,947.4266269325924,60.82007531538252,1225 days 00:00:00,77,519.8616838514945,98.89878898217663,-17.622299781212433,18.75684229094717,-7.264697425699105,35 days 03:31:45.882352941,7 days 12:16:44.651162790,89.13411481139349,0.8677635579324058,0.5932589786460448,1.1776921317926443,0.3597405229421454,8.822528600953923,1.1318452361510798,0.4843842074248674,-0.03959206147468425,None,None,0.0011812348253557564,0.2976711759896506,7.383188524328778,0.23702244885150447,0.4128397793194495,1540,1539,3647.1031746031745
