Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Beats BNH [%],Total Period,Trades Per Day,Score,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration
BTC-USD,MACD,2,4,17,false,false,0,442,0,3864,3865 days 00:00:00,1000.0,1577.8715519289563,57.78715519289561,18315.282664308845,100.0,1134.9854796222317,36.365475674053414,1554 days 00:00:00,442,0.0,45.47511312217195,12.116179576641041,-13.559872067489726,2.711271011511764,-1.9732187947598874,1 days 00:00:00,1 days 00:00:00,1.091040126220113,1.3074017011967278,0.30663400076825925,0.12102590337714157,1.140002617090116,0.5115507612121882,14,2.4157902735372643,43.99076931994764,3.6135932013422725,0.05803449219819326,0.15705824383875955,-0.004180526622932006,None,None,0.00017972548414201222,0.04529082200378708,0.5778715519289548,0.03018298793980856,0.17776082424797787,442,442,-0.9968448668659914,3864,0.11438923395445134,0.8767880361378909,3.43167701863354,6.86335403726708,0.5389731659684139,0 days 23:59:59.999999999
